Vigencia,CODIGO DANE,MPIO.,ESTRATO,sectores,Metros Cubicos
2015,41001,NEIVA,Industrial,JUNIO,"37759,76"
2015,41001,NEIVA,Industrial,JULIO,"42730,94"
2015,41001,NEIVA,Industrial,AGOSTO,"43323,01"
2015,41001,NEIVA,Industrial,SEPTIEMBRE,"46625,64"
2015,41001,NEIVA,Industrial,OCTUBRE,"50258,66"
2015,41001,NEIVA,Industrial,NOVIEMBRE,"46110,15"
2015,41001,NEIVA,Industrial,DICIEMBRE,"41956,39"
2015,41132,CAMPOALEGRE,Industrial,ENERO,"140,5"
2015,41132,CAMPOALEGRE,Industrial,FEBRERO,"140,5"
2015,41132,CAMPOALEGRE,Industrial,MARZO,"126,45"
2015,41132,CAMPOALEGRE,Industrial,ABRIL,"168,6"
2015,41132,CAMPOALEGRE,Industrial,MAYO,"154,55"
2015,41132,CAMPOALEGRE,Industrial,JUNIO,"112,4"
2015,41132,CAMPOALEGRE,Industrial,JULIO,"154,55"
2015,41132,CAMPOALEGRE,Industrial,AGOSTO,"140,5"
2015,41132,CAMPOALEGRE,Industrial,SEPTIEMBRE,"294,67"
2015,41132,CAMPOALEGRE,Industrial,OCTUBRE,"343,03"
2015,41132,CAMPOALEGRE,Industrial,NOVIEMBRE,"271,12"
2015,41132,CAMPOALEGRE,Industrial,DICIEMBRE,"425,29"
2015,41615,RIVERA,Industrial,ENERO,"1512,76"
2015,41615,RIVERA,Industrial,FEBRERO,1993
2015,41615,RIVERA,Industrial,MARZO,"5698,85"
2015,41615,RIVERA,Industrial,ABRIL,"2661,33"
2015,41615,RIVERA,Industrial,MAYO,"1474,74"
2015,41615,RIVERA,Industrial,JUNIO,"1194,6"
2015,41615,RIVERA,Industrial,JULIO,"1292,65"
2015,41615,RIVERA,Industrial,AGOSTO,"1322,66"
2015,41615,RIVERA,Industrial,SEPTIEMBRE,"1246,62"
2015,41615,RIVERA,Industrial,OCTUBRE,"1342,67"
2015,41615,RIVERA,Industrial,NOVIEMBRE,"1228,61"
2015,41615,RIVERA,Industrial,DICIEMBRE,1448
2013,41001,NEIVA,Industrial,ENERO,"58812,99"
2013,41001,NEIVA,Industrial,FEBRERO,"54383,2"
2013,41001,NEIVA,Industrial,MARZO,"50988,96"
2013,41001,NEIVA,Industrial,ABRIL,"53026,06"
2013,41001,NEIVA,Industrial,MAYO,"55203,56"
2013,41001,NEIVA,Industrial,JUNIO,"51886,53"
2013,41001,NEIVA,Industrial,JULIO,"54663,53"
2013,41001,NEIVA,Industrial,AGOSTO,"51164,36"
2013,41001,NEIVA,Industrial,SEPTIEMBRE,"53306,04"
2013,41001,NEIVA,Industrial,OCTUBRE,"51935,36"
2013,41001,NEIVA,Industrial,NOVIEMBRE,"51954,06"
2013,41001,NEIVA,Industrial,DICIEMBRE,"54808,99"
2013,41132,CAMPOALEGRE,Industrial,ENERO,"196,44"
2013,41132,CAMPOALEGRE,Industrial,FEBRERO,"209,95"
2013,41132,CAMPOALEGRE,Industrial,MARZO,"177,43"
2013,41132,CAMPOALEGRE,Industrial,ABRIL,"177,54"
2013,41132,CAMPOALEGRE,Industrial,MAYO,"176,55"
2013,41132,CAMPOALEGRE,Industrial,JUNIO,"160,6"
2013,41132,CAMPOALEGRE,Industrial,JULIO,"193,8"
2013,41132,CAMPOALEGRE,Industrial,AGOSTO,"209,95"
2013,41132,CAMPOALEGRE,Industrial,SEPTIEMBRE,"209,95"
2013,41132,CAMPOALEGRE,Industrial,OCTUBRE,"193,8"
2013,41132,CAMPOALEGRE,Industrial,NOVIEMBRE,"177,65"
2013,41132,CAMPOALEGRE,Industrial,DICIEMBRE,"209,95"
2013,41298, GARZON,Industrial,FEBRERO,"221,52"
2013,41615,RIVERA,Industrial,ENERO,"770,72"
2013,41615,RIVERA,Industrial,FEBRERO,"344,2"
2013,41615,RIVERA,Industrial,MARZO,"2769,41"
2013,41615,RIVERA,Industrial,ABRIL,"2197,78"
2013,41615,RIVERA,Industrial,MAYO,"3241,16"
2013,41615,RIVERA,Industrial,JUNIO,"4807,54"
2013,41615,RIVERA,Industrial,JULIO,"1643,63"
2013,41615,RIVERA,Industrial,AGOSTO,"2539,51"
2013,41615,RIVERA,Industrial,SEPTIEMBRE,"1646,62"
2013,41615,RIVERA,Industrial,OCTUBRE,"1557,88"
2013,41615,RIVERA,Industrial,NOVIEMBRE,"4954,65"
2013,41615,RIVERA,Industrial,DICIEMBRE,"4577,51"
2013,41001,NEIVA,Oficiales,ENERO,"22752,57"
2013,41001,NEIVA,Oficiales,FEBRERO,"22972,31"
2013,41001,NEIVA,Oficiales,MARZO,"22098,5"
2013,41001,NEIVA,Oficiales,ABRIL,"23274,63"
2013,41001,NEIVA,Oficiales,MAYO,"25747,53"
2013,41001,NEIVA,Oficiales,JUNIO,"26884,04"
2013,41001,NEIVA,Oficiales,JULIO,"23967,66"
2013,41001,NEIVA,Oficiales,AGOSTO,"26138,67"
2013,41001,NEIVA,Oficiales,SEPTIEMBRE,"24765,83"
2013,41001,NEIVA,Oficiales,OCTUBRE,"26983,96"
2013,41001,NEIVA,Oficiales,NOVIEMBRE,"25876,89"
2013,41001,NEIVA,Oficiales,DICIEMBRE,"24340,35"
2013,41020, ALGECIRAS,Oficiales,ENERO,"1001,14"
2013,41020, ALGECIRAS,Oficiales,FEBRERO,"1335,73"
2013,41020, ALGECIRAS,Oficiales,MARZO,"1223,41"
2013,41020, ALGECIRAS,Oficiales,ABRIL,"1445,62"
2013,41020, ALGECIRAS,Oficiales,MAYO,"1325,79"
2013,41020, ALGECIRAS,Oficiales,JUNIO,"1735,6"
2013,41020, ALGECIRAS,Oficiales,JULIO,"1308,53"
2013,41020, ALGECIRAS,Oficiales,AGOSTO,"1432,57"
2013,41020, ALGECIRAS,Oficiales,SEPTIEMBRE,"1126,38"
2013,41020, ALGECIRAS,Oficiales,OCTUBRE,"1380,76"
2013,41020, ALGECIRAS,Oficiales,NOVIEMBRE,"1335,67"
2013,41020, ALGECIRAS,Oficiales,DICIEMBRE,"1153,83"
2013,41078, BARAYA,Oficiales,ENERO,"119,78"
2013,41078, BARAYA,Oficiales,FEBRERO,"140,71"
2013,41078, BARAYA,Oficiales,MARZO,"132,38"
2013,41078, BARAYA,Oficiales,ABRIL,"145,36"
2013,41078, BARAYA,Oficiales,MAYO,"152,78"
2013,41078, BARAYA,Oficiales,JUNIO,"361,17"
2013,41078, BARAYA,Oficiales,JULIO,"118,67"
2013,41078, BARAYA,Oficiales,AGOSTO,"277,79"
2013,41078, BARAYA,Oficiales,SEPTIEMBRE,"325,85"
2013,41078, BARAYA,Oficiales,OCTUBRE,"282,52"
2013,41078, BARAYA,Oficiales,NOVIEMBRE,"273,57"
2013,41078, BARAYA,Oficiales,DICIEMBRE,"254,96"
2013,41132,CAMPOALEGRE,Oficiales,FEBRERO,"16,1"
2013,41132,CAMPOALEGRE,Oficiales,MARZO,"17,14"
2013,41132,CAMPOALEGRE,Oficiales,ABRIL,"16,08"
2013,41132,CAMPOALEGRE,Oficiales,MAYO,"15,98"
2013,41132,CAMPOALEGRE,Oficiales,JUNIO,"12,79"
2013,41132,CAMPOALEGRE,Oficiales,JULIO,"10,73"
2013,41132,CAMPOALEGRE,Oficiales,AGOSTO,"13,95"
2013,41132,CAMPOALEGRE,Oficiales,SEPTIEMBRE,"8,58"
2013,41132,CAMPOALEGRE,Oficiales,OCTUBRE,"10,73"
2013,41132,CAMPOALEGRE,Oficiales,NOVIEMBRE,"13,95"
2013,41298, GARZON,Oficiales,ENERO,"705,86"
2013,41298, GARZON,Oficiales,FEBRERO,"612,15"
2013,41298, GARZON,Oficiales,MARZO,"1183,74"
2013,41298, GARZON,Oficiales,ABRIL,"1051,1"
2013,41298, GARZON,Oficiales,MAYO,"1274,52"
2013,41298, GARZON,Oficiales,JUNIO,"1552,76"
2013,41298, GARZON,Oficiales,JULIO,"1284,3"
2013,41298, GARZON,Oficiales,AGOSTO,"1278,65"
2013,41298, GARZON,Oficiales,SEPTIEMBRE,"1342,53"
2013,41298, GARZON,Oficiales,OCTUBRE,"1328,49"
2013,41298, GARZON,Oficiales,NOVIEMBRE,"1361,65"
2013,41298, GARZON,Oficiales,DICIEMBRE,"1385,36"
2013,41306, GIGANTE,Oficiales,ENERO,"127,08"
2013,41306, GIGANTE,Oficiales,FEBRERO,"115,43"
2013,41306, GIGANTE,Oficiales,MARZO,"110,56"
2013,41306, GIGANTE,Oficiales,ABRIL,"125,4"
2013,41306, GIGANTE,Oficiales,MAYO,"119,37"
2013,41306, GIGANTE,Oficiales,JUNIO,"143,38"
2013,41306, GIGANTE,Oficiales,JULIO,"136,76"
2013,41306, GIGANTE,Oficiales,AGOSTO,"147,2"
2013,41306, GIGANTE,Oficiales,SEPTIEMBRE,"106,49"
2013,41306, GIGANTE,Oficiales,OCTUBRE,"132,59"
2013,41306, GIGANTE,Oficiales,NOVIEMBRE,"145,12"
2013,41306, GIGANTE,Oficiales,DICIEMBRE,"116,93"
2013,41349, HOBO,Oficiales,FEBRERO,"122,82"
2013,41349, HOBO,Oficiales,MARZO,"161,72"
2013,41349, HOBO,Oficiales,ABRIL,"221,33"
2013,41349, HOBO,Oficiales,MAYO,"226,18"
2013,41349, HOBO,Oficiales,JUNIO,"212,91"
2013,41349, HOBO,Oficiales,JULIO,"82,87"
2013,41349, HOBO,Oficiales,AGOSTO,"246,52"
2013,41349, HOBO,Oficiales,SEPTIEMBRE,"173,09"
2013,41349, HOBO,Oficiales,OCTUBRE,"156,3"
2013,41349, HOBO,Oficiales,NOVIEMBRE,"207,7"
2013,41349, HOBO,Oficiales,DICIEMBRE,"67,14"
2013,41396, LA PLATA,Oficiales,FEBRERO,"29,06"
2013,41396, LA PLATA,Oficiales,MARZO,"65,34"
2013,41396, LA PLATA,Oficiales,ABRIL,"169,28"
2013,41396, LA PLATA,Oficiales,MAYO,"472,39"
2013,41396, LA PLATA,Oficiales,JUNIO,"408,54"
2013,41396, LA PLATA,Oficiales,JULIO,"146,68"
2013,41396, LA PLATA,Oficiales,AGOSTO,"414,84"
2013,41396, LA PLATA,Oficiales,SEPTIEMBRE,"340,62"
2013,41396, LA PLATA,Oficiales,OCTUBRE,"370,86"
2013,41396, LA PLATA,Oficiales,NOVIEMBRE,"346,84"
2013,41396, LA PLATA,Oficiales,DICIEMBRE,"306,13"
2013,41524,PALERMO,Oficiales,ENERO,"2,68"
2013,41524,PALERMO,Oficiales,FEBRERO,"103,1"
2013,41524,PALERMO,Oficiales,MARZO,"218,79"
2013,41524,PALERMO,Oficiales,ABRIL,"153,24"
2013,41524,PALERMO,Oficiales,MAYO,"285,12"
2013,41524,PALERMO,Oficiales,JUNIO,"201,2"
2013,41524,PALERMO,Oficiales,JULIO,"84,16"
2013,41524,PALERMO,Oficiales,AGOSTO,"347,78"
2013,41524,PALERMO,Oficiales,SEPTIEMBRE,"489,17"
2013,41524,PALERMO,Oficiales,OCTUBRE,"489,13"
2013,41524,PALERMO,Oficiales,NOVIEMBRE,"447,11"
2013,41524,PALERMO,Oficiales,DICIEMBRE,"462,72"
2013,41615,RIVERA,Oficiales,ABRIL,"78,47"
2013,41615,RIVERA,Oficiales,MAYO,"122,76"
2013,41615,RIVERA,Oficiales,JUNIO,"106,94"
2013,41615,RIVERA,Oficiales,JULIO,"58,14"
2013,41615,RIVERA,Oficiales,AGOSTO,"202,05"
2013,41615,RIVERA,Oficiales,SEPTIEMBRE,"254,21"
2013,41615,RIVERA,Oficiales,OCTUBRE,"218,07"
2013,41615,RIVERA,Oficiales,NOVIEMBRE,"188,37"
2013,41615,RIVERA,Oficiales,DICIEMBRE,"170,77"
2013,41801, TERUEL,Oficiales,MARZO,"87,96"
2013,41801, TERUEL,Oficiales,ABRIL,"69,16"
2013,41801, TERUEL,Oficiales,MAYO,"115,82"
2013,41801, TERUEL,Oficiales,JULIO,"67,8"
2013,41801, TERUEL,Oficiales,AGOSTO,"98,16"
2013,41801, TERUEL,Oficiales,SEPTIEMBRE,"111,32"
2013,41801, TERUEL,Oficiales,OCTUBRE,"109,3"
2013,41801, TERUEL,Oficiales,NOVIEMBRE,"114,36"
2013,41801, TERUEL,Oficiales,DICIEMBRE,"118,4"
2015,41001,NEIVA,Oficiales,ENERO,"13649,65"
2015,41001,NEIVA,Oficiales,FEBRERO,"17716,82"
2015,41001,NEIVA,Oficiales,MARZO,"17807,85"
2015,41001,NEIVA,Oficiales,ABRIL,"19266,92"
2015,41001,NEIVA,Oficiales,MAYO,"18707,04"
2015,41001,NEIVA,Oficiales,JUNIO,"18310,31"
2015,41001,NEIVA,Oficiales,JULIO,"20984,45"
2015,41001,NEIVA,Oficiales,AGOSTO,"22683,05"
2015,41001,NEIVA,Oficiales,SEPTIEMBRE,"23662,05"
2015,41001,NEIVA,Oficiales,OCTUBRE,"23631,83"
2015,41001,NEIVA,Oficiales,NOVIEMBRE,"20788,91"
2015,41001,NEIVA,Oficiales,DICIEMBRE,"20258,97"
2015,41016,AIPE,Oficiales,ABRIL,"7,47"
2015,41016,AIPE,Oficiales,MAYO,"4,67"
2015,41016,AIPE,Oficiales,JUNIO,"14,01"
2015,41016,AIPE,Oficiales,JULIO,"13,08"
2015,41016,AIPE,Oficiales,AGOSTO,"26,16"
2015,41016,AIPE,Oficiales,SEPTIEMBRE,"23,34"
2015,41016,AIPE,Oficiales,OCTUBRE,"42,01"
2015,41016,AIPE,Oficiales,NOVIEMBRE,"37,4"
2015,41016,AIPE,Oficiales,DICIEMBRE,"18,69"
2015,41020,ALGECIRAS,Oficiales,ENERO,"679,69"
2015,41020,ALGECIRAS,Oficiales,FEBRERO,"687,19"
2015,41020,ALGECIRAS,Oficiales,MARZO,"674,42"
2015,41020,ALGECIRAS,Oficiales,ABRIL,"681,5"
2015,41020,ALGECIRAS,Oficiales,MAYO,"832,57"
2015,41020,ALGECIRAS,Oficiales,JUNIO,"1063,97"
2015,41020,ALGECIRAS,Oficiales,JULIO,"924,25"
2015,41020,ALGECIRAS,Oficiales,AGOSTO,"1100,32"
2015,41020,ALGECIRAS,Oficiales,SEPTIEMBRE,"1221,69"
2015,41020,ALGECIRAS,Oficiales,OCTUBRE,"1329,26"
2015,41020,ALGECIRAS,Oficiales,NOVIEMBRE,"1110,06"
2015,41020,ALGECIRAS,Oficiales,DICIEMBRE,"992,83"
2015,41078,BARAYA,Oficiales,ENERO,"86,02"
2015,41078,BARAYA,Oficiales,FEBRERO,"77,61"
2015,41078,BARAYA,Oficiales,MARZO,"84,15"
2015,41078,BARAYA,Oficiales,ABRIL,"99,98"
2015,41078,BARAYA,Oficiales,MAYO,"150,29"
2015,41078,BARAYA,Oficiales,JUNIO,"108,36"
2015,41078,BARAYA,Oficiales,JULIO,"258,43"
2015,41078,BARAYA,Oficiales,AGOSTO,"195,03"
2015,41078,BARAYA,Oficiales,SEPTIEMBRE,"194,08"
2015,41078,BARAYA,Oficiales,OCTUBRE,"226,75"
2015,41078,BARAYA,Oficiales,NOVIEMBRE,"232,34"
2015,41078,BARAYA,Oficiales,DICIEMBRE,"180,13"
2015,41132,CAMPOALEGRE,Oficiales,MARZO,"0,94"
2015,41132,CAMPOALEGRE,Oficiales,ABRIL,"5,61"
2015,41132,CAMPOALEGRE,Oficiales,MAYO,"5,61"
2015,41132,CAMPOALEGRE,Oficiales,JUNIO,"12,16"
2015,41132,CAMPOALEGRE,Oficiales,JULIO,"7,48"
2015,41132,CAMPOALEGRE,Oficiales,AGOSTO,"9,35"
2015,41132,CAMPOALEGRE,Oficiales,SEPTIEMBRE,"14,03"
2015,41132,CAMPOALEGRE,Oficiales,OCTUBRE,"33,66"
2015,41132,CAMPOALEGRE,Oficiales,NOVIEMBRE,"33,66"
2015,41132,CAMPOALEGRE,Oficiales,DICIEMBRE,"6,55"
2015,41298,GARZON,Oficiales,ENERO,"541,49"
2015,41298,GARZON,Oficiales,FEBRERO,"533,04"
2015,41298,GARZON,Oficiales,MARZO,"945,87"
2015,41298,GARZON,Oficiales,ABRIL,"979,5"
2015,41298,GARZON,Oficiales,MAYO,"940,15"
2015,41298,GARZON,Oficiales,JUNIO,"1083,45"
2015,41298,GARZON,Oficiales,JULIO,"950,13"
2015,41298,GARZON,Oficiales,AGOSTO,"1083,44"
2015,41298,GARZON,Oficiales,SEPTIEMBRE,"1280,62"
2015,41298,GARZON,Oficiales,OCTUBRE,"1217,04"
2015,41298,GARZON,Oficiales,NOVIEMBRE,"1145,2"
2015,41298,GARZON,Oficiales,DICIEMBRE,"1052,91"
2015,41306,GIGANTE,Oficiales,ENERO,"111,12"
2015,41306,GIGANTE,Oficiales,FEBRERO,"121,31"
2015,41306,GIGANTE,Oficiales,MARZO,"138,9"
2015,41306,GIGANTE,Oficiales,ABRIL,"88,9"
2015,41306,GIGANTE,Oficiales,MAYO,"92,6"
2015,41306,GIGANTE,Oficiales,JUNIO,"82,41"
2015,41306,GIGANTE,Oficiales,JULIO,"94,45"
2015,41306,GIGANTE,Oficiales,AGOSTO,"284,49"
2015,41306,GIGANTE,Oficiales,SEPTIEMBRE,"482,62"
2015,41306,GIGANTE,Oficiales,OCTUBRE,"547,93"
2015,41306,GIGANTE,Oficiales,NOVIEMBRE,"577,65"
2015,41306,GIGANTE,Oficiales,DICIEMBRE,"464,47"
2015,41349,HOBO,Oficiales,MARZO,"6,47"
2015,41349,HOBO,Oficiales,ABRIL,"106,26"
2015,41349,HOBO,Oficiales,MAYO,"66,53"
2015,41349,HOBO,Oficiales,JUNIO,"33,26"
2015,41349,HOBO,Oficiales,JULIO,"233,77"
2015,41349,HOBO,Oficiales,AGOSTO,"148,64"
2015,41349,HOBO,Oficiales,SEPTIEMBRE,"177,44"
2015,41349,HOBO,Oficiales,OCTUBRE,"144,92"
2015,41349,HOBO,Oficiales,NOVIEMBRE,"154,21"
2015,41349,HOBO,Oficiales,DICIEMBRE,"25,08"
2015,41396,LA PLATA,Oficiales,ENERO,"5,35"
2015,41396,LA PLATA,Oficiales,FEBRERO,"35,64"
2015,41396,LA PLATA,Oficiales,MARZO,"54,35"
2015,41396,LA PLATA,Oficiales,ABRIL,"162,6"
2015,41396,LA PLATA,Oficiales,MAYO,"175,63"
2015,41396,LA PLATA,Oficiales,JUNIO,"425,74"
2015,41396,LA PLATA,Oficiales,JULIO,"251,81"
2015,41396,LA PLATA,Oficiales,AGOSTO,"278,58"
2015,41396,LA PLATA,Oficiales,SEPTIEMBRE,"623,61"
2015,41396,LA PLATA,Oficiales,OCTUBRE,"471,63"
2015,41396,LA PLATA,Oficiales,NOVIEMBRE,"446,55"
2015,41396,LA PLATA,Oficiales,DICIEMBRE,"292,36"
2015,41524,PALERMO,Oficiales,ENERO,"171,49"
2015,41524,PALERMO,Oficiales,FEBRERO,"199,45"
2015,41524,PALERMO,Oficiales,MARZO,"196,65"
2015,41524,PALERMO,Oficiales,ABRIL,"316,63"
2015,41524,PALERMO,Oficiales,MAYO,"312,67"
2015,41524,PALERMO,Oficiales,JUNIO,"595,03"
2015,41524,PALERMO,Oficiales,JULIO,"384,58"
2015,41524,PALERMO,Oficiales,AGOSTO,"402,39"
2015,41524,PALERMO,Oficiales,SEPTIEMBRE,"704,41"
2015,41524,PALERMO,Oficiales,OCTUBRE,"673,62"
2015,41524,PALERMO,Oficiales,NOVIEMBRE,"639,34"
2015,41524,PALERMO,Oficiales,DICIEMBRE,"457,7"
2015,41615,RIVERA,Oficiales,ENERO,"6361,64"
2015,41615,RIVERA,Oficiales,FEBRERO,"7080,99"
2015,41615,RIVERA,Oficiales,MARZO,"6643,63"
2015,41615,RIVERA,Oficiales,ABRIL,"6896,91"
2015,41615,RIVERA,Oficiales,MAYO,"6562,8"
2015,41615,RIVERA,Oficiales,JUNIO,"6436,45"
2015,41615,RIVERA,Oficiales,JULIO,"6249,61"
2015,41615,RIVERA,Oficiales,AGOSTO,"7050,33"
2015,41615,RIVERA,Oficiales,SEPTIEMBRE,"7174,99"
2015,41615,RIVERA,Oficiales,OCTUBRE,"6419,01"
2015,41615,RIVERA,Oficiales,NOVIEMBRE,"6176,37"
2015,41615,RIVERA,Oficiales,DICIEMBRE,"6456,88"
2015,41799,TELLO,Oficiales,ENERO,"45,17"
2015,41799,TELLO,Oficiales,FEBRERO,"73,73"
2015,41799,TELLO,Oficiales,MARZO,"99,75"
2015,41799,TELLO,Oficiales,ABRIL,"185,27"
2015,41799,TELLO,Oficiales,MAYO,368
2015,41799,TELLO,Oficiales,JUNIO,"501,1"
2015,41799,TELLO,Oficiales,JULIO,"464,76"
2015,41799,TELLO,Oficiales,AGOSTO,"949,99"
2015,41799,TELLO,Oficiales,SEPTIEMBRE,"676,62"
2015,41799,TELLO,Oficiales,OCTUBRE,"876,32"
2015,41799,TELLO,Oficiales,NOVIEMBRE,"752,74"
2015,41799,TELLO,Oficiales,DICIEMBRE,"698,59"
2015,41801,TERUEL,Oficiales,ENERO,"45,2"
2015,41801,TERUEL,Oficiales,FEBRERO,"22,6"
2015,41801,TERUEL,Oficiales,MARZO,"94,92"
2015,41801,TERUEL,Oficiales,ABRIL,"84,98"
2015,41801,TERUEL,Oficiales,MAYO,"84,98"
2015,41801,TERUEL,Oficiales,JUNIO,"103,96"
2015,41801,TERUEL,Oficiales,JULIO,"89,5"
2015,41801,TERUEL,Oficiales,AGOSTO,"94,02"
2015,41801,TERUEL,Oficiales,SEPTIEMBRE,"98,54"
2015,41801,TERUEL,Oficiales,OCTUBRE,"121,14"
2015,41801,TERUEL,Oficiales,NOVIEMBRE,"117,52"
2015,41801,TERUEL,Oficiales,DICIEMBRE,"84,98"
2015,41797,TESALIA,Oficiales,ENERO,"0,9"
2015,41797,TESALIA,Oficiales,MARZO,"33,81"
2015,41797,TESALIA,Oficiales,ABRIL,"112,27"
2015,41797,TESALIA,Oficiales,MAYO,"70,44"
2015,41797,TESALIA,Oficiales,JUNIO,"63,56"
2015,41797,TESALIA,Oficiales,JULIO,"229,91"
2015,41797,TESALIA,Oficiales,AGOSTO,236
2015,41797,TESALIA,Oficiales,SEPTIEMBRE,"122,34"
2015,41797,TESALIA,Oficiales,OCTUBRE,"344,6"
2015,41797,TESALIA,Oficiales,NOVIEMBRE,"230,62"
2015,41797,TESALIA,Oficiales,DICIEMBRE,"27,45"
2015,41872,VILLAVIEJA,Oficiales,ABRIL,"7,67"
2015,41872,VILLAVIEJA,Oficiales,MAYO,"13,43"
2015,41872,VILLAVIEJA,Oficiales,JUNIO,"24,93"
2015,41872,VILLAVIEJA,Oficiales,JULIO,"15,34"
2015,41872,VILLAVIEJA,Oficiales,AGOSTO,"28,77"
2015,41872,VILLAVIEJA,Oficiales,SEPTIEMBRE,"26,85"
2015,41872,VILLAVIEJA,Oficiales,OCTUBRE,"30,69"
2015,41872,VILLAVIEJA,Oficiales,NOVIEMBRE,"24,93"
2015,41872,VILLAVIEJA,Oficiales,DICIEMBRE,"19,18"
2016,41001,NEIVA,Oficiales,ENERO,"17374,94"
2016,41001,NEIVA,Oficiales,FEBRERO,"20738,44"
2016,41001,NEIVA,Oficiales,MARZO,"26257,37"
2016,41001,NEIVA,Oficiales,ABRIL,"25856,35"
2016,41001,NEIVA,Oficiales,MAYO,"24008,16"
2016,41001,NEIVA,Oficiales,JUNIO,"23105,95"
2016,41001,NEIVA,Oficiales,JULIO,"22572,57"
2016,41001,NEIVA,Oficiales,AGOSTO,"23837,54"
2016,41001,NEIVA,Oficiales,SEPTIEMBRE,"24774,85"
2016,41001,NEIVA,Oficiales,OCTUBRE,"21705,95"
2016,41001,NEIVA,Oficiales,NOVIEMBRE,"19759,49"
2016,41001,NEIVA,Oficiales,DICIEMBRE,"18342,02"
2016,41016,AIPE,Oficiales,FEBRERO,"25,25"
2016,41016,AIPE,Oficiales,MARZO,"11,22"
2016,41016,AIPE,Oficiales,ABRIL,"10,3"
2016,41016,AIPE,Oficiales,MAYO,"25,27"
2016,41016,AIPE,Oficiales,JUNIO,"18,73"
2016,41016,AIPE,Oficiales,JULIO,"5,62"
2016,41016,AIPE,Oficiales,AGOSTO,"24,35"
2016,41016,AIPE,Oficiales,SEPTIEMBRE,"20,6"
2016,41016,AIPE,Oficiales,OCTUBRE,"11,24"
2016,41016,AIPE,Oficiales,NOVIEMBRE,"19,66"
2016,41016,AIPE,Oficiales,DICIEMBRE,"10,3"
2016,41020,ALGECIRAS,Oficiales,ENERO,"389,96"
2016,41020,ALGECIRAS,Oficiales,FEBRERO,"620,31"
2016,41020,ALGECIRAS,Oficiales,MARZO,"715,96"
2016,41020,ALGECIRAS,Oficiales,ABRIL,"501,23"
2016,41020,ALGECIRAS,Oficiales,MAYO,"675,56"
2016,41020,ALGECIRAS,Oficiales,JUNIO,"962,54"
2016,41020,ALGECIRAS,Oficiales,JULIO,"802,33"
2016,41020,ALGECIRAS,Oficiales,AGOSTO,"840,8"
2016,41020,ALGECIRAS,Oficiales,SEPTIEMBRE,"1298,32"
2016,41020,ALGECIRAS,Oficiales,OCTUBRE,"1028,08"
2016,41020,ALGECIRAS,Oficiales,NOVIEMBRE,"1112,1"
2016,41020,ALGECIRAS,Oficiales,DICIEMBRE,"1016,44"
2016,41078,BARAYA,Oficiales,ENERO,"69,19"
2016,41078,BARAYA,Oficiales,FEBRERO,"160,65"
2016,41078,BARAYA,Oficiales,MARZO,"239,79"
2016,41078,BARAYA,Oficiales,ABRIL,"105,73"
2016,41078,BARAYA,Oficiales,MAYO,"160,28"
2016,41078,BARAYA,Oficiales,JUNIO,"330,54"
2016,41078,BARAYA,Oficiales,JULIO,"181,85"
2016,41078,BARAYA,Oficiales,AGOSTO,"176,3"
2016,41078,BARAYA,Oficiales,SEPTIEMBRE,"256,23"
2016,41078,BARAYA,Oficiales,OCTUBRE,"186,39"
2016,41078,BARAYA,Oficiales,NOVIEMBRE,"192,02"
2016,41078,BARAYA,Oficiales,DICIEMBRE,"210,25"
2016,41132,CAMPOALEGRE,Oficiales,ENERO,"6,55"
2016,41132,CAMPOALEGRE,Oficiales,FEBRERO,"32,62"
2016,41132,CAMPOALEGRE,Oficiales,ABRIL,"24,23"
2016,41132,CAMPOALEGRE,Oficiales,MAYO,"28,89"
2016,41132,CAMPOALEGRE,Oficiales,JUNIO,"20,48"
2016,41132,CAMPOALEGRE,Oficiales,JULIO,"9,31"
2016,41132,CAMPOALEGRE,Oficiales,AGOSTO,"32,55"
2016,41132,CAMPOALEGRE,Oficiales,SEPTIEMBRE,"22,3"
2016,41132,CAMPOALEGRE,Oficiales,OCTUBRE,"3,72"
2016,41132,CAMPOALEGRE,Oficiales,NOVIEMBRE,"21,44"
2016,41132,CAMPOALEGRE,Oficiales,DICIEMBRE,"3,73"
2016,41298,GARZON,Oficiales,ENERO,"555,54"
2016,41298,GARZON,Oficiales,FEBRERO,"665,31"
2016,41298,GARZON,Oficiales,MARZO,"815,58"
2016,41298,GARZON,Oficiales,ABRIL,"764,59"
2016,41298,GARZON,Oficiales,MAYO,"826,15"
2016,41298,GARZON,Oficiales,JUNIO,"1066,2"
2016,41298,GARZON,Oficiales,JULIO,"790,27"
2016,41298,GARZON,Oficiales,AGOSTO,"811,96"
2016,41298,GARZON,Oficiales,SEPTIEMBRE,"927,51"
2016,41298,GARZON,Oficiales,OCTUBRE,"880,21"
2016,41298,GARZON,Oficiales,NOVIEMBRE,"697,63"
2016,41298,GARZON,Oficiales,DICIEMBRE,"670,36"
2016,41306,GIGANTE,Oficiales,ENERO,"149,88"
2016,41306,GIGANTE,Oficiales,FEBRERO,509
2016,41306,GIGANTE,Oficiales,MARZO,"454,71"
2016,41306,GIGANTE,Oficiales,ABRIL,"573,05"
2016,41306,GIGANTE,Oficiales,MAYO,"717,01"
2016,41306,GIGANTE,Oficiales,JUNIO,"891,66"
