VIGENCIA,CODIGO DANE,MUNICIPIOS,USUARIOS,Valor
2016,41020,Algeciras,Comercial,248
2016,41026,Altamira,Comercial,90
2016,41078,Baraya,Comercial,73
2016,41132,Campoalegre,Comercial,504
2016,41206,Colombia,Comercial,38
2016,41244,Elias,Comercial,23
2016,41298,Garzon,Comercial,1423
2016,41306,Gigante,Comercial,329
2016,41319,Guadalupe,Comercial,179
2016,41349,Hobo,Comercial,95
2016,41357,Iquira,Comercial,75
2016,41359,Isnos,Comercial,224
2016,41378,La Argentina,Comercial,49
2016,41396,La Plata,Comercial,780
2016,41483,Nataga,Comercial,40
2016,41503,Oporapa,Comercial,43
2016,41518,Paicol,Comercial,32
2016,41524,Palermo,Comercial,512
2016,41530,Palestina,Comercial,77
2016,41548,Pital,Comercial,123
2016,41551,Pitalito,Comercial,3095
2016,41615,Rivera,Comercial,311
2016,41660,Saladoblanco,Comercial,85
2016,41668,San Agustin,Comercial,397
2016,41676,Santa Maria,Comercial,114
2016,41770,Suaza,Comercial,165
2016,41791,Tarqui,Comercial,127
2016,41799,Tello,Comercial,49
2016,41801,Teruel,Comercial,78
2016,41797,Tesalia,Comercial,95
2016,41807,Timana,Comercial,239
2016,41872,Villavieja,Comercial,38
2016,41885,Yaguara,Comercial,118
2015,41001,Neiva,Comercial,19336
2015,41006,Acevedo,Comercial,292
2015,41013,Agrado,Comercial,101
2015,41016,Aipe,Comercial,320
2015,41020,Algeciras,Comercial,344
2015,41026,Altamira,Comercial,94
2015,41078,Baraya,Comercial,129
2015,41132,Campoalegre,Comercial,723
2015,41206,Colombia,Comercial,85
2015,41244,Elias,Comercial,127
2015,41298,Garzon,Comercial,21
2015,41306,Gigante,Comercial,3420
2015,41319,Guadalupe,Comercial,328
2015,41349,Hobo,Comercial,166
2015,41357,Iquira,Comercial,202
2015,41359,Isnos,Comercial,123
2015,41378,La Argentina,Comercial,215
2015,41396,La Plata,Comercial,54
2015,41483,Nataga,Comercial,1724
2015,41503,Oporapa,Comercial,51
2015,41518,Paicol,Comercial,45
2015,41524,Palermo,Comercial,43
2015,41530,Palestina,Comercial,488
2015,41548,Pital,Comercial,135
2015,41551,Pitalito,Comercial,8408
2015,41615,Rivera,Comercial,518
2015,41660,Saladoblanco,Comercial,83
2015,41668,San Agustin,Comercial,418
2015,41676,Santa Maria,Comercial,182
2015,41770,Suaza,Comercial,151
2015,41791,Tarqui,Comercial,127
2015,41799,Tello,Comercial,109
2015,41801,Teruel,Comercial,150
2015,41797,Tesalia,Comercial,111
2015,41807,Timana,Comercial,272
2015,41872,Villavieja,Comercial,145
2015,41885,Yaguara,Comercial,216
2014,41001, NEIVA,Comercial,9000
2014,41006, ACEVEDO,Comercial,213
2014,41013, AGRADO,Comercial,92
2014,41016, AIPE,Comercial,175
2014,41020, ALGECIRAS,Comercial,205
2014,41026, ALTAMIRA,Comercial,71
2014,41078, BARAYA,Comercial,66
2014,41132, CAMPOALEGRE,Comercial,445
2014,41206, COLOMBIA,Comercial,35
2014,41244,Elias,Comercial,14
2014,41298,Garzon,Comercial,1322
2014,41306, GIGANTE,Comercial,287
2014,41319, GUADALUPE,Comercial,150
2014,41349, HOBO,Comercial,78
2014,41357, IQUIRA,Comercial,63
2014,41359, ISNOS,Comercial,175
2014,41378, LA ARGENTINA,Comercial,45
2014,41396, LA PLATA,Comercial,732
2014,41483,Nataga,Comercial,37
2014,41503, OPORAPA,Comercial,39
2014,41518, PAICOL,Comercial,30
2014,41524, PALERMO,Comercial,441
2014,41530, PALESTINA,Comercial,68
2014,41548,Pital,Comercial,108
2014,41551, PITALITO,Comercial,2915
2014,41615, RIVERA,Comercial,256
2014,41660,Saladoblanco,Comercial,65
2014,41668,San Agustin,Comercial,350
2014,41676,Santa Maria,Comercial,97
2014,41770, SUAZA,Comercial,134
2014,41791, TARQUI,Comercial,115
2014,41799, TELLO,Comercial,42
2014,41801, TERUEL,Comercial,69
2014,41797, TESALIA,Comercial,94
2014,41807,Timana,Comercial,226
2014,41872, VILLAVIEJA,Comercial,29
2014,41885,Yaguara,Comercial,108
2013,41001, NEIVA,Comercial,8711
2013,41006, ACEVEDO,Comercial,201
2013,41013, AGRADO,Comercial,84
2013,41016, AIPE,Comercial,176
2013,41020, ALGECIRAS,Comercial,189
2013,41026, ALTAMIRA,Comercial,66
2013,41078, BARAYA,Comercial,71
2013,41132, CAMPOALEGRE,Comercial,431
2013,41206, COLOMBIA,Comercial,34
2013,41244, EL PITAL,Comercial,104
2013,41298,Elias,Comercial,14
2013,41306,Garzon,Comercial,1279
2013,41319, GIGANTE,Comercial,281
2013,41349, GUADALUPE,Comercial,142
2013,41357, HOBO,Comercial,75
2013,41359, IQUIRA,Comercial,62
2013,41378, ISNOS,Comercial,166
2013,41396, LA ARGENTINA,Comercial,43
2013,41483, LA PLATA,Comercial,695
2013,41503,Nataga,Comercial,37
2013,41518, OPORAPA,Comercial,42
2013,41524, PAICOL,Comercial,28
2013,41530, PALERMO,Comercial,423
2013,41548, PALESTINA,Comercial,67
2013,41551, PITALITO,Comercial,2749
2013,41615, RIVERA,Comercial,228
2013,41660,Saladoblanco,Comercial,65
2013,41668,San Agustin,Comercial,338
2013,41676,Santa Maria,Comercial,85
2013,41770, SUAZA,Comercial,123
2013,41791, TARQUI,Comercial,108
2013,41799, TELLO,Comercial,39
2013,41801, TERUEL,Comercial,68
2013,41797, TESALIA,Comercial,92
2013,41807,Timana,Comercial,220
2013,41872, VILLAVIEJA,Comercial,23
2013,41885,Yaguara,Comercial,88
2018,41001,Neiva,Oficial,456
2018,41006,Acevedo,Oficial,115
2018,41013,Agrado,Oficial,74
2018,41016,Aipe,Oficial,87
2018,41020,Algeciras,Oficial,100
2018,41026,Altamira,Oficial,28
2018,41078,Baraya,Oficial,64
2018,41132,Campoalegre,Oficial,85
2018,41206,Colombia,Oficial,80
2018,41244,Elias,Oficial,31
2018,41298,Garzon,Oficial,171
2018,41306,Gigante,Oficial,103
2018,41319,Guadalupe,Oficial,84
2018,41349,Hobo,Oficial,20
2018,41357,Iquira,Oficial,66
2018,41359,Isnos,Oficial,85
2018,41378,La Argentina,Oficial,54
2018,41396,La Plata,Oficial,253
2018,41483,Nataga,Oficial,78
2018,41503,Oporapa,Oficial,54
2018,41518,Paicol,Oficial,57
2018,41524,Palermo,Oficial,120
2018,41530,Palestina,Oficial,58
2018,41548,Pital,Oficial,75
2018,41551,Pitalito,Oficial,257
2018,41615,Rivera,Oficial,56
2018,41660,Saladoblanco,Oficial,66
2018,41668,San Agustin,Oficial,127
2018,41676,Santa Maria,Oficial,67
2018,41770,Suaza,Oficial,93
2018,41791,Tarqui,Oficial,81
2018,41799,Tello,Oficial,76
2018,41801,Teruel,Oficial,49
2018,41797,Tesalia,Oficial,59
2018,41807,Timana,Oficial,66
2018,41872,Villavieja,Oficial,46
2018,41885,Yaguara,Oficial,45
2017,41001,Neiva,Oficial,444
2017,41006,Acevedo,Oficial,113
2017,41013,Agrado,Oficial,74
2017,41016,Aipe,Oficial,85
2017,41020,Algeciras,Oficial,96
2017,41026,Altamira,Oficial,28
2017,41078,Baraya,Oficial,64
2017,41132,Campoalegre,Oficial,82
2017,41206,Colombia,Oficial,78
2017,41548,El Pital,Oficial,73
2017,41244,Elias,Oficial,31
2017,41298,Garzon,Oficial,174
2017,41306,Gigante,Oficial,102
2017,41319,Guadalupe,Oficial,82
2017,41349,Hobo,Oficial,19
2017,41357,Iquira,Oficial,66
2017,41359,Isnos,Oficial,84
2017,41378,La Argentina,Oficial,50
2017,41396,La Plata,Oficial,256
2017,41483,Nataga,Oficial,78
2017,41503,Oporapa,Oficial,54
2017,41518,Paicol,Oficial,52
2017,41524,Palermo,Oficial,120
2017,41530,Palestina,Oficial,57
2017,41551,Pitalito,Oficial,256
2017,41615,Rivera,Oficial,55
2017,41660,Saladoblanco,Oficial,62
2017,41668,San Agustin,Oficial,126
2017,41676,Santa Maria,Oficial,66
2017,41770,Suaza,Oficial,89
2017,41791,Tarqui,Oficial,80
2017,41799,Tello,Oficial,72
2017,41801,Teruel,Oficial,47
2017,41797,Tesalia,Oficial,57
2017,41807,Timana,Oficial,69
2017,41872,Villavieja,Oficial,46
2017,41885,Yaguara,Oficial,39
2016,41001,Neiva,Oficial,441
2016,41006,Acevedo,Oficial,115
2016,41013,Agrado,Oficial,72
2016,41016,Aipe,Oficial,86
2016,41020,Algeciras,Oficial,96
2016,41026,Altamira,Oficial,26
2016,41078,Baraya,Oficial,63
2016,41132,Campoalegre,Oficial,85
2016,41206,Colombia,Oficial,78
2016,41244,Elias,Oficial,31
2016,41298,Garzon,Oficial,169
2016,41306,Gigante,Oficial,100
2016,41319,Guadalupe,Oficial,77
2016,41349,Hobo,Oficial,18
2016,41357,Iquira,Oficial,66
2016,41359,Isnos,Oficial,84
2016,41378,La Argentina,Oficial,51
2016,41396,La Plata,Oficial,248
2016,41483,Nataga,Oficial,77
2016,41503,Oporapa,Oficial,54
2016,41518,Paicol,Oficial,51
2016,41524,Palermo,Oficial,124
2016,41530,Palestina,Oficial,57
2016,41548,Pital,Oficial,70
2016,41551,Pitalito,Oficial,253
2016,41615,Rivera,Oficial,55
2016,41660,Saladoblanco,Oficial,60
2016,41668,San Agustin,Oficial,123
2016,41676,Santa Maria,Oficial,65
2016,41770,Suaza,Oficial,84
2016,41791,Tarqui,Oficial,81
2016,41799,Tello,Oficial,73
2016,41801,Teruel,Oficial,47
2016,41797,Tesalia,Oficial,53
2016,41807,Timana,Oficial,67
2016,41872,Villavieja,Oficial,46
2016,41885,Yaguara,Oficial,38
2015,41001,Neiva,Oficial,632
2015,41006,Acevedo,Oficial,140
2015,41013,Agrado,Oficial,46
2015,41016,Aipe,Oficial,100
2015,41020,Algeciras,Oficial,104
2015,41026,Altamira,Oficial,27
2015,41078,Baraya,Oficial,74
2015,41132,Campoalegre,Oficial,112
2015,41206,Colombia,Oficial,84
2015,41244,Elias,Oficial,76
2015,41298,Garzon,Oficial,38
2015,41306,Gigante,Oficial,209
2015,41319,Guadalupe,Oficial,104
2015,41349,Hobo,Oficial,77
2015,41357,Iquira,Oficial,21
2015,41359,Isnos,Oficial,78
2015,41378,La Argentina,Oficial,121
2015,41396,La Plata,Oficial,54
2015,41483,Nataga,Oficial,270
2015,41503,Oporapa,Oficial,77
2015,41518,Paicol,Oficial,64
2015,41524,Palermo,Oficial,54
2015,41530,Palestina,Oficial,142
2015,41548,Pital,Oficial,97
2015,41551,Pitalito,Oficial,348
2015,41615,Rivera,Oficial,71
2015,41660,Saladoblanco,Oficial,71
2015,41668,San Agustin,Oficial,183
2015,41676,Santa Maria,Oficial,76
2015,41770,Suaza,Oficial,79
2015,41791,Tarqui,Oficial,87
2015,41799,Tello,Oficial,88
2015,41801,Teruel,Oficial,51
2015,41797,Tesalia,Oficial,57
2015,41807,Timana,Oficial,90
2015,41872,Villavieja,Oficial,58
2015,41885,Yaguara,Oficial,52
2014,41001, NEIVA,Oficial,404
2014,41006, ACEVEDO,Oficial,103
2014,41013, AGRADO,Oficial,36
2014,41016, AIPE,Oficial,86
2014,41020, ALGECIRAS,Oficial,93
2014,41026, ALTAMIRA,Oficial,22
2014,41078, BARAYA,Oficial,59
2014,41132, CAMPOALEGRE,Oficial,84
2014,41206, COLOMBIA,Oficial,81
2014,41244,Elias,Oficial,31
2014,41298,Garzon,Oficial,165
2014,41306, GIGANTE,Oficial,81
2014,41319, GUADALUPE,Oficial,72
2014,41349, HOBO,Oficial,18
2014,41357, IQUIRA,Oficial,64
2014,41359, ISNOS,Oficial,85
2014,41378, LA ARGENTINA,Oficial,48
2014,41396, LA PLATA,Oficial,236
2014,41483,Nataga,Oficial,74
2014,41503, OPORAPA,Oficial,47
2014,41518, PAICOL,Oficial,51
2014,41524, PALERMO,Oficial,117
2014,41530, PALESTINA,Oficial,52
2014,41548,Pital,Oficial,69
2014,41551, PITALITO,Oficial,216
2014,41615, RIVERA,Oficial,57
2014,41660,Saladoblanco,Oficial,55
2014,41668,San Agustin,Oficial,124
2014,41676,Santa Maria,Oficial,62
2014,41770, SUAZA,Oficial,75
2014,41791, TARQUI,Oficial,74
2014,41799, TELLO,Oficial,75
2014,41801, TERUEL,Oficial,49
2014,41797, TESALIA,Oficial,53
2014,41807,Timana,Oficial,62
2014,41872, VILLAVIEJA,Oficial,48
2014,41885,Yaguara,Oficial,37
2013,41001, NEIVA,Oficial,415
2013,41006, ACEVEDO,Oficial,102
2013,41013, AGRADO,Oficial,35
2013,41016, AIPE,Oficial,92
2013,41020, ALGECIRAS,Oficial,92
2013,41026, ALTAMIRA,Oficial,23
2013,41078, BARAYA,Oficial,61
2013,41132, CAMPOALEGRE,Oficial,84
2013,41206, COLOMBIA,Oficial,80
2013,41244, EL PITAL,Oficial,69
2013,41298,Elias,Oficial,29
2013,41306,Garzon,Oficial,161
2013,41319, GIGANTE,Oficial,79
2013,41349, GUADALUPE,Oficial,70
2013,41357, HOBO,Oficial,18
2013,41359, IQUIRA,Oficial,62
2013,41378, ISNOS,Oficial,84
2013,41396, LA ARGENTINA,Oficial,48
2013,41483, LA PLATA,Oficial,228
2013,41503,Nataga,Oficial,73
2013,41518, OPORAPA,Oficial,46
2013,41524, PAICOL,Oficial,52
2013,41530, PALERMO,Oficial,122
2013,41548, PALESTINA,Oficial,49
2013,41551, PITALITO,Oficial,214
2013,41615, RIVERA,Oficial,53
2013,41660,Saladoblanco,Oficial,56
2013,41668,San Agustin,Oficial,122
2013,41676,Santa Maria,Oficial,63
2013,41770, SUAZA,Oficial,74
2013,41791, TARQUI,Oficial,73
2013,41799, TELLO,Oficial,74
2013,41801, TERUEL,Oficial,48
2013,41797, TESALIA,Oficial,53
2013,41807,Timana,Oficial,60
2013,41872, VILLAVIEJA,Oficial,48
2013,41885,Yaguara,Oficial,36
2018,41001,Neiva,Industrial Riego Autoconsumo y Alumbrado Publico,234
2018,41006,Acevedo,Industrial Riego Autoconsumo y Alumbrado Publico,10
2018,41013,Agrado,Industrial Riego Autoconsumo y Alumbrado Publico,9
2018,41016,Aipe,Industrial Riego Autoconsumo y Alumbrado Publico,34
2018,41020,Algeciras,Industrial Riego Autoconsumo y Alumbrado Publico,8
2018,41026,Altamira,Industrial Riego Autoconsumo y Alumbrado Publico,17
2018,41078,Baraya,Industrial Riego Autoconsumo y Alumbrado Publico,11
2018,41132,Campoalegre,Industrial Riego Autoconsumo y Alumbrado Publico,40
2018,41206,Colombia,Industrial Riego Autoconsumo y Alumbrado Publico,5
2018,41244,Elias,Industrial Riego Autoconsumo y Alumbrado Publico,1
2018,41298,Garzon,Industrial Riego Autoconsumo y Alumbrado Publico,81
2018,41306,Gigante,Industrial Riego Autoconsumo y Alumbrado Publico,24
2018,41319,Guadalupe,Industrial Riego Autoconsumo y Alumbrado Publico,16
2018,41349,Hobo,Industrial Riego Autoconsumo y Alumbrado Publico,11
2018,41357,Iquira,Industrial Riego Autoconsumo y Alumbrado Publico,24
2018,41359,Isnos,Industrial Riego Autoconsumo y Alumbrado Publico,9
2018,41378,La Argentina,Industrial Riego Autoconsumo y Alumbrado Publico,13
2018,41396,La Plata,Industrial Riego Autoconsumo y Alumbrado Publico,80
2018,41483,Nataga,Industrial Riego Autoconsumo y Alumbrado Publico,7
2018,41503,Oporapa,Industrial Riego Autoconsumo y Alumbrado Publico,3
2018,41518,Paicol,Industrial Riego Autoconsumo y Alumbrado Publico,6
2018,41524,Palermo,Industrial Riego Autoconsumo y Alumbrado Publico,124
2018,41530,Palestina,Industrial Riego Autoconsumo y Alumbrado Publico,4
2018,41548,Pital,Industrial Riego Autoconsumo y Alumbrado Publico,19
2018,41551,Pitalito,Industrial Riego Autoconsumo y Alumbrado Publico,100
2018,41615,Rivera,Industrial Riego Autoconsumo y Alumbrado Publico,27
2018,41660,Saladoblanco,Industrial Riego Autoconsumo y Alumbrado Publico,1
2018,41668,San Agustin,Industrial Riego Autoconsumo y Alumbrado Publico,11
