VIGENCIA,CODIGO DANE,MUNICIPIOS,CONSUMO DE ENERGIA Kwh,Valor
2018,41026,Altamira,Industrial Riego Autoconsumo y Alumbrado Publico,1281067
2018,41078,Baraya,Industrial Riego Autoconsumo y Alumbrado Publico,790300
2018,41132,Campoalegre,Industrial Riego Autoconsumo y Alumbrado Publico,4938304
2018,41206,Colombia,Industrial Riego Autoconsumo y Alumbrado Publico,285897
2018,41244,Elias,Industrial Riego Autoconsumo y Alumbrado Publico,109257
2018,41298,Garzon,Industrial Riego Autoconsumo y Alumbrado Publico,5331248
2018,41306,Gigante,Industrial Riego Autoconsumo y Alumbrado Publico,1710086
2018,41319,Guadalupe,Industrial Riego Autoconsumo y Alumbrado Publico,821064
2018,41349,Hobo,Industrial Riego Autoconsumo y Alumbrado Publico,2051506
2018,41357,Iquira,Industrial Riego Autoconsumo y Alumbrado Publico,498308
2018,41359,Isnos,Industrial Riego Autoconsumo y Alumbrado Publico,319709
2018,41378,La Argentina,Industrial Riego Autoconsumo y Alumbrado Publico,443631
2018,41396,La Plata,Industrial Riego Autoconsumo y Alumbrado Publico,2221589
2018,41483,Nataga,Industrial Riego Autoconsumo y Alumbrado Publico,202005
2018,41503,Oporapa,Industrial Riego Autoconsumo y Alumbrado Publico,144749
2018,41518,Paicol,Industrial Riego Autoconsumo y Alumbrado Publico,205685
2018,41524,Palermo,Industrial Riego Autoconsumo y Alumbrado Publico,8760355
2018,41530,Palestina,Industrial Riego Autoconsumo y Alumbrado Publico,165642
2018,41548,Pital,Industrial Riego Autoconsumo y Alumbrado Publico,538676
2018,41551,Pitalito,Industrial Riego Autoconsumo y Alumbrado Publico,7825059
2018,41615,Rivera,Industrial Riego Autoconsumo y Alumbrado Publico,5017479
2018,41660,Saladoblanco,Industrial Riego Autoconsumo y Alumbrado Publico,242845
2018,41668,San Agustin,Industrial Riego Autoconsumo y Alumbrado Publico,710520
2018,41676,Santa Maria,Industrial Riego Autoconsumo y Alumbrado Publico,200759
2018,41770,Suaza,Industrial Riego Autoconsumo y Alumbrado Publico,380738
2018,41791,Tarqui,Industrial Riego Autoconsumo y Alumbrado Publico,499739
2018,41799,Tello,Industrial Riego Autoconsumo y Alumbrado Publico,999285
2018,41801,Teruel,Industrial Riego Autoconsumo y Alumbrado Publico,264826
2018,41797,Tesalia,Industrial Riego Autoconsumo y Alumbrado Publico,1016912
2018,41807,Timana,Industrial Riego Autoconsumo y Alumbrado Publico,682988
2018,41872,Villavieja,Industrial Riego Autoconsumo y Alumbrado Publico,4308313
2018,41885,Yaguara,Industrial Riego Autoconsumo y Alumbrado Publico,1033867
2017,41001,Neiva,Industrial Riego Autoconsumo y Alumbrado Publico,27336764
2017,41006,Acevedo,Industrial Riego Autoconsumo y Alumbrado Publico,506097
2017,41013,Agrado,Industrial Riego Autoconsumo y Alumbrado Publico,526284
2017,41016,Aipe,Industrial Riego Autoconsumo y Alumbrado Publico,2354984
2017,41020,Algeciras,Industrial Riego Autoconsumo y Alumbrado Publico,551493
2017,41026,Altamira,Industrial Riego Autoconsumo y Alumbrado Publico,1385137
2017,41078,Baraya,Industrial Riego Autoconsumo y Alumbrado Publico,608542
2017,41132,Campoalegre,Industrial Riego Autoconsumo y Alumbrado Publico,4287316
2017,41206,Colombia,Industrial Riego Autoconsumo y Alumbrado Publico,272925
2017,41548,El Pital,Industrial Riego Autoconsumo y Alumbrado Publico,674136
2017,41244,Elias,Industrial Riego Autoconsumo y Alumbrado Publico,107738
2017,41298,Garzon,Industrial Riego Autoconsumo y Alumbrado Publico,5137821
2017,41306,Gigante,Industrial Riego Autoconsumo y Alumbrado Publico,1592151
2017,41319,Guadalupe,Industrial Riego Autoconsumo y Alumbrado Publico,677828
2017,41349,Hobo,Industrial Riego Autoconsumo y Alumbrado Publico,1995196
2017,41357,Iquira,Industrial Riego Autoconsumo y Alumbrado Publico,351910
2017,41359,Isnos,Industrial Riego Autoconsumo y Alumbrado Publico,296218
2017,41378,La Argentina,Industrial Riego Autoconsumo y Alumbrado Publico,420647
2017,41396,La Plata,Industrial Riego Autoconsumo y Alumbrado Publico,2193019
2017,41483,Nataga,Industrial Riego Autoconsumo y Alumbrado Publico,293096
2017,41503,Oporapa,Industrial Riego Autoconsumo y Alumbrado Publico,87739
2017,41518,Paicol,Industrial Riego Autoconsumo y Alumbrado Publico,208495
2017,41524,Palermo,Industrial Riego Autoconsumo y Alumbrado Publico,10146905
2017,41530,Palestina,Industrial Riego Autoconsumo y Alumbrado Publico,128620
2017,41551,Pitalito,Industrial Riego Autoconsumo y Alumbrado Publico,8271590
2017,41615,Rivera,Industrial Riego Autoconsumo y Alumbrado Publico,4004378
2017,41660,Saladoblanco,Industrial Riego Autoconsumo y Alumbrado Publico,221176
2017,41668,San Agustin,Industrial Riego Autoconsumo y Alumbrado Publico,724906
2017,41676,Santa Maria,Industrial Riego Autoconsumo y Alumbrado Publico,177899
2017,41770,Suaza,Industrial Riego Autoconsumo y Alumbrado Publico,382047
2017,41791,Tarqui,Industrial Riego Autoconsumo y Alumbrado Publico,500153
2017,41799,Tello,Industrial Riego Autoconsumo y Alumbrado Publico,1028686
2017,41801,Teruel,Industrial Riego Autoconsumo y Alumbrado Publico,226907
2017,41797,Tesalia,Industrial Riego Autoconsumo y Alumbrado Publico,1135509
2017,41807,Timana,Industrial Riego Autoconsumo y Alumbrado Publico,692173
2017,41872,Villavieja,Industrial Riego Autoconsumo y Alumbrado Publico,3142266
2017,41885,Yaguara,Industrial Riego Autoconsumo y Alumbrado Publico,2001221
2016,41001,Neiva,Industrial Riego Autoconsumo y Alumbrado Publico,32754702
2016,41006,Acevedo,Industrial Riego Autoconsumo y Alumbrado Publico,436859
2016,41013,Agrado,Industrial Riego Autoconsumo y Alumbrado Publico,384494
2016,41016,Aipe,Industrial Riego Autoconsumo y Alumbrado Publico,10230188
2016,41020,Algeciras,Industrial Riego Autoconsumo y Alumbrado Publico,595640
2016,41026,Altamira,Industrial Riego Autoconsumo y Alumbrado Publico,1236118
2016,41078,Baraya,Industrial Riego Autoconsumo y Alumbrado Publico,332165
2016,41132,Campoalegre,Industrial Riego Autoconsumo y Alumbrado Publico,3106297
2016,41206,Colombia,Industrial Riego Autoconsumo y Alumbrado Publico,296738
2016,41244,Elias,Industrial Riego Autoconsumo y Alumbrado Publico,103228
2016,41298,Garzon,Industrial Riego Autoconsumo y Alumbrado Publico,5625508
2016,41306,Gigante,Industrial Riego Autoconsumo y Alumbrado Publico,1191012
2016,41319,Guadalupe,Industrial Riego Autoconsumo y Alumbrado Publico,597657
2016,41349,Hobo,Industrial Riego Autoconsumo y Alumbrado Publico,3044906
2016,41357,Iquira,Industrial Riego Autoconsumo y Alumbrado Publico,396424
2016,41359,Isnos,Industrial Riego Autoconsumo y Alumbrado Publico,229390
2016,41378,La Argentina,Industrial Riego Autoconsumo y Alumbrado Publico,372342
2016,41396,La Plata,Industrial Riego Autoconsumo y Alumbrado Publico,1778776
2016,41483,Nataga,Industrial Riego Autoconsumo y Alumbrado Publico,251495
2016,41503,Oporapa,Industrial Riego Autoconsumo y Alumbrado Publico,87121
2016,41518,Paicol,Industrial Riego Autoconsumo y Alumbrado Publico,165108
2016,41524,Palermo,Industrial Riego Autoconsumo y Alumbrado Publico,20891164
2016,41530,Palestina,Industrial Riego Autoconsumo y Alumbrado Publico,78130
2016,41548,Pital,Industrial Riego Autoconsumo y Alumbrado Publico,573096
2016,41551,Pitalito,Industrial Riego Autoconsumo y Alumbrado Publico,8185692
2016,41615,Rivera,Industrial Riego Autoconsumo y Alumbrado Publico,8205561
2016,41660,Saladoblanco,Industrial Riego Autoconsumo y Alumbrado Publico,188280
2016,41668,San Agustin,Industrial Riego Autoconsumo y Alumbrado Publico,588930
2016,41676,Santa Maria,Industrial Riego Autoconsumo y Alumbrado Publico,127722
2016,41770,Suaza,Industrial Riego Autoconsumo y Alumbrado Publico,340634
2016,41791,Tarqui,Industrial Riego Autoconsumo y Alumbrado Publico,419040
2016,41799,Tello,Industrial Riego Autoconsumo y Alumbrado Publico,671920
2016,41801,Teruel,Industrial Riego Autoconsumo y Alumbrado Publico,190194
2016,41797,Tesalia,Industrial Riego Autoconsumo y Alumbrado Publico,2339034
2016,41807,Timana,Industrial Riego Autoconsumo y Alumbrado Publico,660253
2016,41872,Villavieja,Industrial Riego Autoconsumo y Alumbrado Publico,2864744
2016,41885,Yaguara,Industrial Riego Autoconsumo y Alumbrado Publico,2349598
2015,41001,Neiva,Industrial Riego Autoconsumo y Alumbrado Publico,22186277
2015,41006,Acevedo,Industrial Riego Autoconsumo y Alumbrado Publico,470808
2015,41013,Agrado,Industrial Riego Autoconsumo y Alumbrado Publico,513090
2015,41016,Aipe,Industrial Riego Autoconsumo y Alumbrado Publico,14934481
2015,41020,Algeciras,Industrial Riego Autoconsumo y Alumbrado Publico,520164
2015,41026,Altamira,Industrial Riego Autoconsumo y Alumbrado Publico,625286
2015,41078,Baraya,Industrial Riego Autoconsumo y Alumbrado Publico,423990
2015,41132,Campoalegre,Industrial Riego Autoconsumo y Alumbrado Publico,2760993
2015,41206,Colombia,Industrial Riego Autoconsumo y Alumbrado Publico,268354
2015,41244,Elias,Industrial Riego Autoconsumo y Alumbrado Publico,300897
2015,41298,Garzon,Industrial Riego Autoconsumo y Alumbrado Publico,180366
2015,41306,Gigante,Industrial Riego Autoconsumo y Alumbrado Publico,6276340
2015,41319,Guadalupe,Industrial Riego Autoconsumo y Alumbrado Publico,888600
2015,41349,Hobo,Industrial Riego Autoconsumo y Alumbrado Publico,628186
2015,41357,Iquira,Industrial Riego Autoconsumo y Alumbrado Publico,278316
2015,41359,Isnos,Industrial Riego Autoconsumo y Alumbrado Publico,427234
2015,41378,La Argentina,Industrial Riego Autoconsumo y Alumbrado Publico,324267
2015,41396,La Plata,Industrial Riego Autoconsumo y Alumbrado Publico,269412
2015,41483,Nataga,Industrial Riego Autoconsumo y Alumbrado Publico,1323333
2015,41503,Oporapa,Industrial Riego Autoconsumo y Alumbrado Publico,104056
2015,41518,Paicol,Industrial Riego Autoconsumo y Alumbrado Publico,191798
2015,41524,Palermo,Industrial Riego Autoconsumo y Alumbrado Publico,166119
2015,41530,Palestina,Industrial Riego Autoconsumo y Alumbrado Publico,39262457
2015,41548,Pital,Industrial Riego Autoconsumo y Alumbrado Publico,81068
2015,41551,Pitalito,Industrial Riego Autoconsumo y Alumbrado Publico,11770929
2015,41615,Rivera,Industrial Riego Autoconsumo y Alumbrado Publico,14245188
2015,41660,Saladoblanco,Industrial Riego Autoconsumo y Alumbrado Publico,263128
2015,41668,San Agustin,Industrial Riego Autoconsumo y Alumbrado Publico,601302
2015,41676,Santa Maria,Industrial Riego Autoconsumo y Alumbrado Publico,139646
2015,41770,Suaza,Industrial Riego Autoconsumo y Alumbrado Publico,313626
2015,41791,Tarqui,Industrial Riego Autoconsumo y Alumbrado Publico,374107
2015,41799,Tello,Industrial Riego Autoconsumo y Alumbrado Publico,1082700
2015,41801,Teruel,Industrial Riego Autoconsumo y Alumbrado Publico,200789
2015,41797,Tesalia,Industrial Riego Autoconsumo y Alumbrado Publico,3502535
2015,41807,Timana,Industrial Riego Autoconsumo y Alumbrado Publico,572336
2015,41872,Villavieja,Industrial Riego Autoconsumo y Alumbrado Publico,4789059
2015,41885,Yaguara,Industrial Riego Autoconsumo y Alumbrado Publico,6697230
2014,41001, NEIVA,Industrial Riego Autoconsumo y Alumbrado Publico,26081398
2014,41006, ACEVEDO,Industrial Riego Autoconsumo y Alumbrado Publico,379146
2014,41013, AGRADO,Industrial Riego Autoconsumo y Alumbrado Publico,700379
2014,41016, AIPE,Industrial Riego Autoconsumo y Alumbrado Publico,1518696
2014,41020, ALGECIRAS,Industrial Riego Autoconsumo y Alumbrado Publico,610740
2014,41026, ALTAMIRA,Industrial Riego Autoconsumo y Alumbrado Publico,533970
2014,41078, BARAYA,Industrial Riego Autoconsumo y Alumbrado Publico,313644
2014,41132, CAMPOALEGRE,Industrial Riego Autoconsumo y Alumbrado Publico,1718420
2014,41206, COLOMBIA,Industrial Riego Autoconsumo y Alumbrado Publico,241431
2014,41244,Elias,Industrial Riego Autoconsumo y Alumbrado Publico,139774
2014,41298,Garzon,Industrial Riego Autoconsumo y Alumbrado Publico,4709484
2014,41306, GIGANTE,Industrial Riego Autoconsumo y Alumbrado Publico,966106
2014,41319, GUADALUPE,Industrial Riego Autoconsumo y Alumbrado Publico,683160
2014,41349, HOBO,Industrial Riego Autoconsumo y Alumbrado Publico,711350
2014,41357, IQUIRA,Industrial Riego Autoconsumo y Alumbrado Publico,380291
2014,41359, ISNOS,Industrial Riego Autoconsumo y Alumbrado Publico,332688
2014,41378, LA ARGENTINA,Industrial Riego Autoconsumo y Alumbrado Publico,372508
2014,41396, LA PLATA,Industrial Riego Autoconsumo y Alumbrado Publico,1918305
2014,41483,Nataga,Industrial Riego Autoconsumo y Alumbrado Publico,276286
2014,41503, OPORAPA,Industrial Riego Autoconsumo y Alumbrado Publico,80286
2014,41518, PAICOL,Industrial Riego Autoconsumo y Alumbrado Publico,193536
2014,41524, PALERMO,Industrial Riego Autoconsumo y Alumbrado Publico,7152709
2014,41530, PALESTINA,Industrial Riego Autoconsumo y Alumbrado Publico,76574
2014,41548, PITAL,Industrial Riego Autoconsumo y Alumbrado Publico,570438
2014,41551, PITALITO,Industrial Riego Autoconsumo y Alumbrado Publico,5737576
2014,41615, RIVERA,Industrial Riego Autoconsumo y Alumbrado Publico,3414110
2014,41660,Saladoblanco,Industrial Riego Autoconsumo y Alumbrado Publico,250381
2014,41668,San Agustin,Industrial Riego Autoconsumo y Alumbrado Publico,493272
2014,41676,Santa Maria,Industrial Riego Autoconsumo y Alumbrado Publico,136889
2014,41770, SUAZA,Industrial Riego Autoconsumo y Alumbrado Publico,354094
2014,41791, TARQUI,Industrial Riego Autoconsumo y Alumbrado Publico,525775
2014,41799, TELLO,Industrial Riego Autoconsumo y Alumbrado Publico,477437
2014,41801, TERUEL,Industrial Riego Autoconsumo y Alumbrado Publico,228382
2014,41797, TESALIA,Industrial Riego Autoconsumo y Alumbrado Publico,783881
2014,41807,Timana,Industrial Riego Autoconsumo y Alumbrado Publico,500929
2014,41872, VILLAVIEJA,Industrial Riego Autoconsumo y Alumbrado Publico,946451
2014,41885,Yaguara,Industrial Riego Autoconsumo y Alumbrado Publico,1881497
2013,41001, NEIVA,Industrial Riego Autoconsumo y Alumbrado Publico,34122656
2013,41006, ACEVEDO,Industrial Riego Autoconsumo y Alumbrado Publico,365432
2013,41013, AGRADO,Industrial Riego Autoconsumo y Alumbrado Publico,626131
2013,41016, AIPE,Industrial Riego Autoconsumo y Alumbrado Publico,9175669
2013,41020, ALGECIRAS,Industrial Riego Autoconsumo y Alumbrado Publico,508051
2013,41026, ALTAMIRA,Industrial Riego Autoconsumo y Alumbrado Publico,761959
2013,41078, BARAYA,Industrial Riego Autoconsumo y Alumbrado Publico,359162
2013,41132, CAMPOALEGRE,Industrial Riego Autoconsumo y Alumbrado Publico,2116218
2013,41206, COLOMBIA,Industrial Riego Autoconsumo y Alumbrado Publico,233724
2013,41244, EL PITAL,Industrial Riego Autoconsumo y Alumbrado Publico,545019
2013,41298,Elias,Industrial Riego Autoconsumo y Alumbrado Publico,114989
2013,41306,Garzon,Industrial Riego Autoconsumo y Alumbrado Publico,6125252
2013,41319, GIGANTE,Industrial Riego Autoconsumo y Alumbrado Publico,992990
2013,41349, GUADALUPE,Industrial Riego Autoconsumo y Alumbrado Publico,633674
2013,41357, HOBO,Industrial Riego Autoconsumo y Alumbrado Publico,2379792
2013,41359, IQUIRA,Industrial Riego Autoconsumo y Alumbrado Publico,359235
2013,41378, ISNOS,Industrial Riego Autoconsumo y Alumbrado Publico,346565
2013,41396, LA ARGENTINA,Industrial Riego Autoconsumo y Alumbrado Publico,359511
2013,41483, LA PLATA,Industrial Riego Autoconsumo y Alumbrado Publico,1888952
2013,41503,Nataga,Industrial Riego Autoconsumo y Alumbrado Publico,250148
2013,41518, OPORAPA,Industrial Riego Autoconsumo y Alumbrado Publico,95849
2013,41524, PAICOL,Industrial Riego Autoconsumo y Alumbrado Publico,185065
2013,41530, PALERMO,Industrial Riego Autoconsumo y Alumbrado Publico,19974081
2013,41548, PALESTINA,Industrial Riego Autoconsumo y Alumbrado Publico,75618
2013,41551, PITALITO,Industrial Riego Autoconsumo y Alumbrado Publico,6353773
2013,41615, RIVERA,Industrial Riego Autoconsumo y Alumbrado Publico,5364469
2013,41660,Saladoblanco,Industrial Riego Autoconsumo y Alumbrado Publico,248612
2013,41668,San Agustin,Industrial Riego Autoconsumo y Alumbrado Publico,480830
2013,41676,Santa Maria,Industrial Riego Autoconsumo y Alumbrado Publico,180289
2013,41770, SUAZA,Industrial Riego Autoconsumo y Alumbrado Publico,301334
2013,41791, TARQUI,Industrial Riego Autoconsumo y Alumbrado Publico,538468
2013,41799, TELLO,Industrial Riego Autoconsumo y Alumbrado Publico,670196
2013,41801, TERUEL,Industrial Riego Autoconsumo y Alumbrado Publico,244019
2013,41797, TESALIA,Industrial Riego Autoconsumo y Alumbrado Publico,1907988
2013,41807,Timana,Industrial Riego Autoconsumo y Alumbrado Publico,483004
2013,41872, VILLAVIEJA,Industrial Riego Autoconsumo y Alumbrado Publico,1479996
2013,41885,Yaguara,Industrial Riego Autoconsumo y Alumbrado Publico,2249549
2018,41001,Neiva,Areas Comunes Provisional Bombeo y Especial,15892064
2018,41006,Acevedo,Areas Comunes Provisional Bombeo y Especial,68758
2018,41013,Agrado,Areas Comunes Provisional Bombeo y Especial,73408
2018,41016,Aipe,Areas Comunes Provisional Bombeo y Especial,59040
2018,41020,Algeciras,Areas Comunes Provisional Bombeo y Especial,34170
2018,41026,Altamira,Areas Comunes Provisional Bombeo y Especial,2355
2018,41078,Baraya,Areas Comunes Provisional Bombeo y Especial,6817
2018,41132,Campoalegre,Areas Comunes Provisional Bombeo y Especial,717679
2018,41206,Colombia,Areas Comunes Provisional Bombeo y Especial,13539
2018,41244,Elias,Areas Comunes Provisional Bombeo y Especial,9271
2018,41298,Garzon,Areas Comunes Provisional Bombeo y Especial,697894
2018,41306,Gigante,Areas Comunes Provisional Bombeo y Especial,166501
2018,41319,Guadalupe,Areas Comunes Provisional Bombeo y Especial,27106
2018,41349,Hobo,Areas Comunes Provisional Bombeo y Especial,90909
2018,41357,Iquira,Areas Comunes Provisional Bombeo y Especial,50092
2018,41359,Isnos,Areas Comunes Provisional Bombeo y Especial,57733
2018,41378,La Argentina,Areas Comunes Provisional Bombeo y Especial,15853
2018,41396,La Plata,Areas Comunes Provisional Bombeo y Especial,133393
2018,41483,Nataga,Areas Comunes Provisional Bombeo y Especial,4222
2018,41503,Oporapa,Areas Comunes Provisional Bombeo y Especial,9640
2018,41518,Paicol,Areas Comunes Provisional Bombeo y Especial,39837
2018,41524,Palermo,Areas Comunes Provisional Bombeo y Especial,1903583
2018,41530,Palestina,Areas Comunes Provisional Bombeo y Especial,38076
2018,41548,Pital,Areas Comunes Provisional Bombeo y Especial,67049
2018,41551,Pitalito,Areas Comunes Provisional Bombeo y Especial,1156743
2018,41615,Rivera,Areas Comunes Provisional Bombeo y Especial,649669
2018,41660,Saladoblanco,Areas Comunes Provisional Bombeo y Especial,12480
2018,41668,San Agustin,Areas Comunes Provisional Bombeo y Especial,200213
2018,41676,Santa Maria,Areas Comunes Provisional Bombeo y Especial,16781
2018,41770,Suaza,Areas Comunes Provisional Bombeo y Especial,7256
2018,41791,Tarqui,Areas Comunes Provisional Bombeo y Especial,39419
2018,41799,Tello,Areas Comunes Provisional Bombeo y Especial,289971
2018,41801,Teruel,Areas Comunes Provisional Bombeo y Especial,4044
2018,41797,Tesalia,Areas Comunes Provisional Bombeo y Especial,103222
2018,41807,Timana,Areas Comunes Provisional Bombeo y Especial,178546
2018,41872,Villavieja,Areas Comunes Provisional Bombeo y Especial,193109
2018,41885,Yaguara,Areas Comunes Provisional Bombeo y Especial,712045
2017,41001,Neiva,Areas Comunes Provisional Bombeo y Especial,19854688
2017,41006,Acevedo,Areas Comunes Provisional Bombeo y Especial,67913
2017,41013,Agrado,Areas Comunes Provisional Bombeo y Especial,82026
2017,41016,Aipe,Areas Comunes Provisional Bombeo y Especial,104511
2017,41020,Algeciras,Areas Comunes Provisional Bombeo y Especial,38832
2017,41026,Altamira,Areas Comunes Provisional Bombeo y Especial,2260
2017,41078,Baraya,Areas Comunes Provisional Bombeo y Especial,6025
2017,41132,Campoalegre,Areas Comunes Provisional Bombeo y Especial,692688
2017,41206,Colombia,Areas Comunes Provisional Bombeo y Especial,2033
2017,41548,El Pital,Areas Comunes Provisional Bombeo y Especial,61295
2017,41244,Elias,Areas Comunes Provisional Bombeo y Especial,13275
2017,41298,Garzon,Areas Comunes Provisional Bombeo y Especial,724686
2017,41306,Gigante,Areas Comunes Provisional Bombeo y Especial,176514
2017,41319,Guadalupe,Areas Comunes Provisional Bombeo y Especial,26793
2017,41349,Hobo,Areas Comunes Provisional Bombeo y Especial,64144
2017,41357,Iquira,Areas Comunes Provisional Bombeo y Especial,51682
2017,41359,Isnos,Areas Comunes Provisional Bombeo y Especial,82953
2017,41378,La Argentina,Areas Comunes Provisional Bombeo y Especial,15729
2017,41396,La Plata,Areas Comunes Provisional Bombeo y Especial,149480
2017,41483,Nataga,Areas Comunes Provisional Bombeo y Especial,5394
2017,41503,Oporapa,Areas Comunes Provisional Bombeo y Especial,9589
2017,41518,Paicol,Areas Comunes Provisional Bombeo y Especial,43152
2017,41524,Palermo,Areas Comunes Provisional Bombeo y Especial,1201947
2017,41530,Palestina,Areas Comunes Provisional Bombeo y Especial,28987
2017,41551,Pitalito,Areas Comunes Provisional Bombeo y Especial,1086722
2017,41615,Rivera,Areas Comunes Provisional Bombeo y Especial,628540
2017,41660,Saladoblanco,Areas Comunes Provisional Bombeo y Especial,12742
2017,41668,San Agustin,Areas Comunes Provisional Bombeo y Especial,213376
2017,41676,Santa Maria,Areas Comunes Provisional Bombeo y Especial,23069
2017,41770,Suaza,Areas Comunes Provisional Bombeo y Especial,10119
2017,41791,Tarqui,Areas Comunes Provisional Bombeo y Especial,33404
2017,41799,Tello,Areas Comunes Provisional Bombeo y Especial,25316
2017,41801,Teruel,Areas Comunes Provisional Bombeo y Especial,7426
2017,41797,Tesalia,Areas Comunes Provisional Bombeo y Especial,74602
2017,41807,Timana,Areas Comunes Provisional Bombeo y Especial,220145
2017,41872,Villavieja,Areas Comunes Provisional Bombeo y Especial,209133
2017,41885,Yaguara,Areas Comunes Provisional Bombeo y Especial,519769
2016,41001,Neiva,Areas Comunes Provisional Bombeo y Especial,15002942
2016,41006,Acevedo,Areas Comunes Provisional Bombeo y Especial,87170
2016,41013,Agrado,Areas Comunes Provisional Bombeo y Especial,83941
2016,41016,Aipe,Areas Comunes Provisional Bombeo y Especial,49253
2016,41020,Algeciras,Areas Comunes Provisional Bombeo y Especial,32472
2016,41026,Altamira,Areas Comunes Provisional Bombeo y Especial,1886
2016,41078,Baraya,Areas Comunes Provisional Bombeo y Especial,29552
2016,41132,Campoalegre,Areas Comunes Provisional Bombeo y Especial,494033
2016,41206,Colombia,Areas Comunes Provisional Bombeo y Especial,6733
2016,41244,Elias,Areas Comunes Provisional Bombeo y Especial,6935
2016,41298,Garzon,Areas Comunes Provisional Bombeo y Especial,704354
2016,41306,Gigante,Areas Comunes Provisional Bombeo y Especial,164525
2016,41319,Guadalupe,Areas Comunes Provisional Bombeo y Especial,21945
2016,41349,Hobo,Areas Comunes Provisional Bombeo y Especial,34780
2016,41357,Iquira,Areas Comunes Provisional Bombeo y Especial,46167
2016,41359,Isnos,Areas Comunes Provisional Bombeo y Especial,36961
2016,41378,La Argentina,Areas Comunes Provisional Bombeo y Especial,17150
2016,41396,La Plata,Areas Comunes Provisional Bombeo y Especial,132981
2016,41483,Nataga,Areas Comunes Provisional Bombeo y Especial,4958
2016,41503,Oporapa,Areas Comunes Provisional Bombeo y Especial,5893
2016,41518,Paicol,Areas Comunes Provisional Bombeo y Especial,51524
2016,41524,Palermo,Areas Comunes Provisional Bombeo y Especial,1320301
2016,41530,Palestina,Areas Comunes Provisional Bombeo y Especial,29785
2016,41548,Pital,Areas Comunes Provisional Bombeo y Especial,48229
2016,41551,Pitalito,Areas Comunes Provisional Bombeo y Especial,890474
2016,41615,Rivera,Areas Comunes Provisional Bombeo y Especial,486015
2016,41660,Saladoblanco,Areas Comunes Provisional Bombeo y Especial,9103
2016,41668,San Agustin,Areas Comunes Provisional Bombeo y Especial,158556
2016,41676,Santa Maria,Areas Comunes Provisional Bombeo y Especial,20359
2016,41770,Suaza,Areas Comunes Provisional Bombeo y Especial,7838
2016,41791,Tarqui,Areas Comunes Provisional Bombeo y Especial,31613
2016,41799,Tello,Areas Comunes Provisional Bombeo y Especial,4245
2016,41801,Teruel,Areas Comunes Provisional Bombeo y Especial,7261
2016,41797,Tesalia,Areas Comunes Provisional Bombeo y Especial,69598
2016,41807,Timana,Areas Comunes Provisional Bombeo y Especial,125227
2016,41872,Villavieja,Areas Comunes Provisional Bombeo y Especial,180978
2016,41885,Yaguara,Areas Comunes Provisional Bombeo y Especial,183630
2015,41001,Neiva,Areas Comunes Provisional Bombeo y Especial,2899038
2015,41006,Acevedo,Areas Comunes Provisional Bombeo y Especial,0
2015,41013,Agrado,Areas Comunes Provisional Bombeo y Especial,0
2015,41016,Aipe,Areas Comunes Provisional Bombeo y Especial,5886
2015,41020,Algeciras,Areas Comunes Provisional Bombeo y Especial,17425
2015,41026,Altamira,Areas Comunes Provisional Bombeo y Especial,0
2015,41078,Baraya,Areas Comunes Provisional Bombeo y Especial,0
2015,41132,Campoalegre,Areas Comunes Provisional Bombeo y Especial,3823
2015,41206,Colombia,Areas Comunes Provisional Bombeo y Especial,279
2015,41244,Elias,Areas Comunes Provisional Bombeo y Especial,0
2015,41298,Garzon,Areas Comunes Provisional Bombeo y Especial,0
2015,41306,Gigante,Areas Comunes Provisional Bombeo y Especial,141040
2015,41319,Guadalupe,Areas Comunes Provisional Bombeo y Especial,0
2015,41349,Hobo,Areas Comunes Provisional Bombeo y Especial,12508
2015,41357,Iquira,Areas Comunes Provisional Bombeo y Especial,18183
2015,41359,Isnos,Areas Comunes Provisional Bombeo y Especial,0
2015,41378,La Argentina,Areas Comunes Provisional Bombeo y Especial,9738
2015,41396,La Plata,Areas Comunes Provisional Bombeo y Especial,644
2015,41483,Nataga,Areas Comunes Provisional Bombeo y Especial,17846
2015,41503,Oporapa,Areas Comunes Provisional Bombeo y Especial,0
2015,41518,Paicol,Areas Comunes Provisional Bombeo y Especial,9
2015,41524,Palermo,Areas Comunes Provisional Bombeo y Especial,968
2015,41530,Palestina,Areas Comunes Provisional Bombeo y Especial,715076
2015,41548,Pital,Areas Comunes Provisional Bombeo y Especial,0
2015,41551,Pitalito,Areas Comunes Provisional Bombeo y Especial,87024
2015,41615,Rivera,Areas Comunes Provisional Bombeo y Especial,170271
2015,41660,Saladoblanco,Areas Comunes Provisional Bombeo y Especial,0
2015,41668,San Agustin,Areas Comunes Provisional Bombeo y Especial,17516
2015,41676,Santa Maria,Areas Comunes Provisional Bombeo y Especial,0
2015,41770,Suaza,Areas Comunes Provisional Bombeo y Especial,6161
2015,41791,Tarqui,Areas Comunes Provisional Bombeo y Especial,4049
2015,41799,Tello,Areas Comunes Provisional Bombeo y Especial,1581
2015,41801,Teruel,Areas Comunes Provisional Bombeo y Especial,0
2015,41797,Tesalia,Areas Comunes Provisional Bombeo y Especial,0
2015,41807,Timana,Areas Comunes Provisional Bombeo y Especial,36
2015,41872,Villavieja,Areas Comunes Provisional Bombeo y Especial,173390
2015,41885,Yaguara,Areas Comunes Provisional Bombeo y Especial,23310
