VIGENCIA,CODIGO DANE,MUNICIPIOS,Sectores,CONSUMO DE ENERGIA Kwh
2014,41530,Palestina,Comercial Zonas Urbano,125604
2014,41530,Palestina,Comercial Zonas Rural,74592
2014,41530,Palestina,Oficial Zonas Urbano,50986
2014,41530,Palestina,Oficial Zonas Rural,39816
2014,41548,El Pital,Residencial Zona Urbano,1482227
2014,41548,El Pital,Residencial Zona Rural,1233276
2014,41548,El Pital,Comercial Zonas Urbano,241559
2014,41548,El Pital,Comercial Zonas Rural,23768
2014,41548,El Pital,Oficial Zonas Urbano,63457
2014,41548,El Pital,Oficial Zonas Rural,41929
2014,41551,Pitalito,Residencial Zona Urbano,23764821
2014,41551,Pitalito,Residencial Zona Rural,8888918
2014,41551,Pitalito,Comercial Zonas Urbano,12199032
2014,41551,Pitalito,Comercial Zonas Rural,1076929
2014,41551,Pitalito,Oficial Zonas Urbano,1194247
2014,41551,Pitalito,Oficial Zonas Rural,719432
2014,41615,Rivera,Residencial Zona Urbano,4289675
2014,41615,Rivera,Residencial Zona Rural,3954090
2014,41615,Rivera,Comercial Zonas Urbano,782855
2014,41615,Rivera,Comercial Zonas Rural,922016
2014,41615,Rivera,Oficial Zonas Urbano,143263
2014,41615,Rivera,Oficial Zonas Rural,881879
2014,41660,Saladoblanco,Residencial Zona Urbano,523684
2014,41660,Saladoblanco,Residencial Zona Rural,1194015
2014,41660,Saladoblanco,Comercial Zonas Urbano,197444
2014,41660,Saladoblanco,Comercial Zonas Rural,10295
2014,41660,Saladoblanco,Oficial Zonas Urbano,63192
2014,41660,Saladoblanco,Oficial Zonas Rural,32190
2014,41668,San Agustin,Residencial Zona Urbano,2497729
2014,41668,San Agustin,Residencial Zona Rural,2404914
2014,41668,San Agustin,Comercial Zonas Urbano,888287
2014,41668,San Agustin,Comercial Zonas Rural,232888
2014,41668,San Agustin,Oficial Zonas Urbano,114400
2014,41668,San Agustin,Oficial Zonas Rural,78326
2014,41676,Santa Maria,Residencial Zona Urbano,882266
2014,41676,Santa Maria,Residencial Zona Rural,1091217
2014,41676,Santa Maria,Comercial Zonas Urbano,200628
2014,41676,Santa Maria,Comercial Zonas Rural,78132
2014,41676,Santa Maria,Oficial Zonas Urbano,52402
2014,41676,Santa Maria,Oficial Zonas Rural,31978
2014,41770,Suaza,Residencial Zona Urbano,1262694
2014,41770,Suaza,Residencial Zona Rural,2460227
2014,41770,Suaza,Comercial Zonas Urbano,261248
2014,41770,Suaza,Comercial Zonas Rural,28769
2014,41770,Suaza,Oficial Zonas Urbano,137471
2014,41770,Suaza,Oficial Zonas Rural,59200
2014,41791,Tarqui,Residencial Zona Urbano,1468922
2014,41791,Tarqui,Residencial Zona Rural,2038162
2014,41791,Tarqui,Comercial Zonas Urbano,315155
2014,41791,Tarqui,Comercial Zonas Rural,30846
2014,41791,Tarqui,Oficial Zonas Urbano,97427
2014,41791,Tarqui,Oficial Zonas Rural,48757
2014,41799,Tello,Residencial Zona Urbano,1496539
2014,41799,Tello,Residencial Zona Rural,1152350
2014,41799,Tello,Comercial Zonas Urbano,209170
2014,41799,Tello,Comercial Zonas Rural,75366
2014,41799,Tello,Oficial Zonas Urbano,171336
2014,41799,Tello,Oficial Zonas Rural,56352
2014,41801,Teruel,Residencial Zona Urbano,1265156
2014,41801,Teruel,Residencial Zona Rural,688015
2014,41801,Teruel,Comercial Zonas Urbano,215323
2014,41801,Teruel,Comercial Zonas Rural,40229
2014,41801,Teruel,Oficial Zonas Urbano,129975
2014,41801,Teruel,Oficial Zonas Rural,23829
2014,41797,Tesalia,Residencial Zona Urbano,2474825
2014,41797,Tesalia,Residencial Zona Rural,627625
2014,41797,Tesalia,Comercial Zonas Urbano,418979
2014,41797,Tesalia,Comercial Zonas Rural,38039
2014,41797,Tesalia,Oficial Zonas Urbano,122242
2014,41797,Tesalia,Oficial Zonas Rural,12424
2014,41807,Timana,Residencial Zona Urbano,1978545
2014,41807,Timana,Residencial Zona Rural,2409860
2014,41807,Timana,Comercial Zonas Urbano,727928
2014,41807,Timana,Comercial Zonas Rural,62979
2014,41807,Timana,Oficial Zonas Urbano,99158
2014,41807,Timana,Oficial Zonas Rural,51040
2014,41872,Villavieja,Residencial Zona Urbano,990638
2014,41872,Villavieja,Residencial Zona Rural,1099413
2014,41872,Villavieja,Comercial Zonas Urbano,72395
2014,41872,Villavieja,Comercial Zonas Rural,14008
2014,41872,Villavieja,Oficial Zonas Urbano,81220
2014,41872,Villavieja,Oficial Zonas Rural,53686
2014,41885,Yaguara,Residencial Zona Urbano,2936918
2014,41885,Yaguara,Residencial Zona Rural,808916
2014,41885,Yaguara,Comercial Zonas Urbano,670724
2014,41885,Yaguara,Comercial Zonas Rural,651622
2014,41885,Yaguara,Oficial Zonas Urbano,185884
2014,41885,Yaguara,Oficial Zonas Rural,34155
2013,41001,Neiva,Residencial Zona Urbano,181303947
2013,41001,Neiva,Residencial Zona Rural,5922760
2013,41001,Neiva,Comercial Zonas Urbano,83361943
2013,41001,Neiva,Comercial Zonas Rural,1455595
2013,41001,Neiva,Oficial Zonas Urbano,33012460
2013,41001,Neiva,Oficial Zonas Rural,625346
2013,41006,Acevedo,Residencial Zona Urbano,1443292
2013,41006,Acevedo,Residencial Zona Rural,3629440
2013,41006,Acevedo,Comercial Zonas Urbano,745838
2013,41006,Acevedo,Comercial Zonas Rural,206274
2013,41006,Acevedo,Oficial Zonas Urbano,112323
2013,41006,Acevedo,Oficial Zonas Rural,111074
2013,41013,Agrado,Residencial Zona Urbano,1394853
2013,41013,Agrado,Residencial Zona Rural,658148
2013,41013,Agrado,Comercial Zonas Urbano,141841
2013,41013,Agrado,Comercial Zonas Rural,176462
2013,41013,Agrado,Oficial Zonas Urbano,82270
2013,41013,Agrado,Oficial Zonas Rural,49427
2013,41016,Aipe,Residencial Zona Urbano,3748856
2013,41016,Aipe,Residencial Zona Rural,1397709
2013,41016,Aipe,Comercial Zonas Urbano,777854
2013,41016,Aipe,Comercial Zonas Rural,271004
2013,41016,Aipe,Oficial Zonas Urbano,499047
2013,41016,Aipe,Oficial Zonas Rural,183877
2013,41020,Algeciras,Residencial Zona Urbano,2361770
2013,41020,Algeciras,Residencial Zona Rural,1511442
2013,41020,Algeciras,Comercial Zonas Urbano,459103
2013,41020,Algeciras,Comercial Zonas Rural,25957
2013,41020,Algeciras,Oficial Zonas Urbano,236899
2013,41020,Algeciras,Oficial Zonas Rural,73487
2013,41026,Altamira,Residencial Zona Urbano,909740
2013,41026,Altamira,Residencial Zona Rural,346108
2013,41026,Altamira,Comercial Zonas Urbano,131183
2013,41026,Altamira,Comercial Zonas Rural,23016
2013,41026,Altamira,Oficial Zonas Urbano,47736
2013,41026,Altamira,Oficial Zonas Rural,4063
2013,41078,Baraya,Residencial Zona Urbano,1214292
2013,41078,Baraya,Residencial Zona Rural,481726
2013,41078,Baraya,Comercial Zonas Urbano,150617
2013,41078,Baraya,Comercial Zonas Rural,35968
2013,41078,Baraya,Oficial Zonas Urbano,135868
2013,41078,Baraya,Oficial Zonas Rural,219512
2013,41132,Campoalegre,Residencial Zona Urbano,8142407
2013,41132,Campoalegre,Residencial Zona Rural,2137491
2013,41132,Campoalegre,Comercial Zonas Urbano,1757000
2013,41132,Campoalegre,Comercial Zonas Rural,237821
2013,41132,Campoalegre,Oficial Zonas Urbano,750677
2013,41132,Campoalegre,Oficial Zonas Rural,273076
2013,41206,Colombia,Residencial Zona Urbano,611090
2013,41206,Colombia,Residencial Zona Rural,564816
2013,41206,Colombia,Comercial Zonas Urbano,91962
2013,41206,Colombia,Comercial Zonas Rural,31935
2013,41206,Colombia,Oficial Zonas Urbano,106450
2013,41206,Colombia,Oficial Zonas Rural,23874
2013,41244,El Pital,Residencial Zona Urbano,1397039
2013,41244,El Pital,Residencial Zona Rural,1314539
2013,41244,El Pital,Comercial Zonas Urbano,220182
2013,41244,El Pital,Comercial Zonas Rural,31125
2013,41244,El Pital,Oficial Zonas Urbano,110109
2013,41244,El Pital,Oficial Zonas Rural,56785
2013,41298,Elias,Residencial Zona Urbano,340356
2013,41298,Elias,Residencial Zona Rural,398298
2013,41298,Elias,Comercial Zonas Urbano,15236
2013,41298,Elias,Comercial Zonas Rural,102260
2013,41298,Elias,Oficial Zonas Urbano,49511
2013,41298,Elias,Oficial Zonas Rural,14520
2013,41306,Garzon,Residencial Zona Urbano,13706231
2013,41306,Garzon,Residencial Zona Rural,4927070
2013,41306,Garzon,Comercial Zonas Urbano,3740552
2013,41306,Garzon,Comercial Zonas Rural,200698
2013,41306,Garzon,Oficial Zonas Urbano,2146003
2013,41306,Garzon,Oficial Zonas Rural,413863
2013,41319,Gigante,Residencial Zona Urbano,4010226
2013,41319,Gigante,Residencial Zona Rural,2903413
2013,41319,Gigante,Comercial Zonas Urbano,1207495
2013,41319,Gigante,Comercial Zonas Rural,87732
2013,41319,Gigante,Oficial Zonas Urbano,281514
2013,41319,Gigante,Oficial Zonas Rural,132850
2013,41349,Guadalupe,Residencial Zona Urbano,1719823
2013,41349,Guadalupe,Residencial Zona Rural,1780267
2013,41349,Guadalupe,Comercial Zonas Urbano,317179
2013,41349,Guadalupe,Comercial Zonas Rural,3702
2013,41349,Guadalupe,Oficial Zonas Urbano,184355
2013,41349,Guadalupe,Oficial Zonas Rural,154326
2013,41357,Hobo,Residencial Zona Urbano,1750144
2013,41357,Hobo,Residencial Zona Rural,413415
2013,41357,Hobo,Comercial Zonas Urbano,514495
2013,41357,Hobo,Comercial Zonas Rural,112098
2013,41357,Hobo,Oficial Zonas Urbano,141869
2013,41357,Hobo,Oficial Zonas Rural,14220
2013,41359,Iquira,Residencial Zona Urbano,1058814
2013,41359,Iquira,Residencial Zona Rural,789841
2013,41359,Iquira,Comercial Zonas Urbano,73053
2013,41359,Iquira,Comercial Zonas Rural,68396
2013,41359,Iquira,Oficial Zonas Urbano,89090
2013,41359,Iquira,Oficial Zonas Rural,41276
2013,41378,Isnos,Residencial Zona Urbano,1532016
2013,41378,Isnos,Residencial Zona Rural,2120389
2013,41378,Isnos,Comercial Zonas Urbano,461966
2013,41378,Isnos,Comercial Zonas Rural,53114
2013,41378,Isnos,Oficial Zonas Urbano,124686
2013,41378,Isnos,Oficial Zonas Rural,88669
2013,41396,La Argentina,Residencial Zona Urbano,1183526
2013,41396,La Argentina,Residencial Zona Rural,781619
2013,41396,La Argentina,Comercial Zonas Urbano,91839
2013,41396,La Argentina,Comercial Zonas Rural,17220
2013,41396,La Argentina,Oficial Zonas Urbano,90849
2013,41396,La Argentina,Oficial Zonas Rural,24810
2013,41483,La Plata,Residencial Zona Urbano,8131360
2013,41483,La Plata,Residencial Zona Rural,3346049
2013,41483,La Plata,Comercial Zonas Urbano,2505100
2013,41483,La Plata,Comercial Zonas Rural,11231
2013,41483,La Plata,Oficial Zonas Urbano,1233761
2013,41483,La Plata,Oficial Zonas Rural,118678
2013,41503,Nataga,Residencial Zona Urbano,467686
2013,41503,Nataga,Residencial Zona Rural,390377
2013,41503,Nataga,Comercial Zonas Urbano,90928
2013,41503,Nataga,Comercial Zonas Rural,1334
2013,41503,Nataga,Oficial Zonas Urbano,53540
2013,41503,Nataga,Oficial Zonas Rural,14584
2013,41518,Oporapa,Residencial Zona Urbano,564427
2013,41518,Oporapa,Residencial Zona Rural,1297854
2013,41518,Oporapa,Comercial Zonas Urbano,110197
2013,41518,Oporapa,Comercial Zonas Rural,38574
2013,41518,Oporapa,Oficial Zonas Urbano,54443
2013,41518,Oporapa,Oficial Zonas Rural,44501
2013,41524,Paicol,Residencial Zona Urbano,832188
2013,41524,Paicol,Residencial Zona Rural,611710
2013,41524,Paicol,Comercial Zonas Urbano,102957
2013,41524,Paicol,Comercial Zonas Rural,477
2013,41524,Paicol,Oficial Zonas Urbano,101498
2013,41524,Paicol,Oficial Zonas Rural,15046
2013,41530,Palermo,Residencial Zona Urbano,6442597
2013,41530,Palermo,Residencial Zona Rural,2499739
2013,41530,Palermo,Comercial Zonas Urbano,1271574
2013,41530,Palermo,Comercial Zonas Rural,4074097
2013,41530,Palermo,Oficial Zonas Urbano,608690
2013,41530,Palermo,Oficial Zonas Rural,1252462
2013,41548,Palestina,Residencial Zona Urbano,414873
2013,41548,Palestina,Residencial Zona Rural,1075637
2013,41548,Palestina,Comercial Zonas Urbano,111715
2013,41548,Palestina,Comercial Zonas Rural,73229
2013,41548,Palestina,Oficial Zonas Urbano,60622
2013,41548,Palestina,Oficial Zonas Rural,70077
2013,41551,Pitalito,Residencial Zona Urbano,23206583
2013,41551,Pitalito,Residencial Zona Rural,8643310
2013,41551,Pitalito,Comercial Zonas Urbano,12632631
2013,41551,Pitalito,Comercial Zonas Rural,1048705
2013,41551,Pitalito,Oficial Zonas Urbano,2444768
2013,41551,Pitalito,Oficial Zonas Rural,778974
2013,41615,Rivera,Residencial Zona Urbano,3947893
2013,41615,Rivera,Residencial Zona Rural,3867809
2013,41615,Rivera,Comercial Zonas Urbano,738202
2013,41615,Rivera,Comercial Zonas Rural,886671
2013,41615,Rivera,Oficial Zonas Urbano,218328
2013,41615,Rivera,Oficial Zonas Rural,822155
2013,41660,Saladoblanco,Residencial Zona Urbano,499079
2013,41660,Saladoblanco,Residencial Zona Rural,1195742
2013,41660,Saladoblanco,Comercial Zonas Urbano,157420
2013,41660,Saladoblanco,Comercial Zonas Rural,3387
2013,41660,Saladoblanco,Oficial Zonas Urbano,60101
2013,41660,Saladoblanco,Oficial Zonas Rural,38188
2013,41668,San Agustin,Residencial Zona Urbano,2469625
2013,41668,San Agustin,Residencial Zona Rural,2380574
2013,41668,San Agustin,Comercial Zonas Urbano,877288
2013,41668,San Agustin,Comercial Zonas Rural,223395
2013,41668,San Agustin,Oficial Zonas Urbano,223343
2013,41668,San Agustin,Oficial Zonas Rural,81901
2013,41676,Santa Maria,Residencial Zona Urbano,817948
2013,41676,Santa Maria,Residencial Zona Rural,1058301
2013,41676,Santa Maria,Comercial Zonas Urbano,217513
2013,41676,Santa Maria,Comercial Zonas Rural,68711
2013,41676,Santa Maria,Oficial Zonas Urbano,61005
2013,41676,Santa Maria,Oficial Zonas Rural,40270
2013,41770,Suaza,Residencial Zona Urbano,1219947
2013,41770,Suaza,Residencial Zona Rural,2411652
2013,41770,Suaza,Comercial Zonas Urbano,247267
2013,41770,Suaza,Comercial Zonas Rural,27260
2013,41770,Suaza,Oficial Zonas Urbano,131938
2013,41770,Suaza,Oficial Zonas Rural,65133
2013,41791,Tarqui,Residencial Zona Urbano,1471688
2013,41791,Tarqui,Residencial Zona Rural,2079503
2013,41791,Tarqui,Comercial Zonas Urbano,237197
2013,41791,Tarqui,Comercial Zonas Rural,22152
2013,41791,Tarqui,Oficial Zonas Urbano,111510
2013,41791,Tarqui,Oficial Zonas Rural,53624
2013,41799,Tello,Residencial Zona Urbano,1421786
2013,41799,Tello,Residencial Zona Rural,1183007
2013,41799,Tello,Comercial Zonas Urbano,206255
2013,41799,Tello,Comercial Zonas Rural,19071
2013,41799,Tello,Oficial Zonas Urbano,166277
2013,41799,Tello,Oficial Zonas Rural,54920
2013,41801,Teruel,Residencial Zona Urbano,1183920
2013,41801,Teruel,Residencial Zona Rural,698540
2013,41801,Teruel,Comercial Zonas Urbano,183471
2013,41801,Teruel,Comercial Zonas Rural,50805
2013,41801,Teruel,Oficial Zonas Urbano,78326
2013,41801,Teruel,Oficial Zonas Rural,26630
2013,41797,Tesalia,Residencial Zona Urbano,2355458
2013,41797,Tesalia,Residencial Zona Rural,619376
2013,41797,Tesalia,Comercial Zonas Urbano,427858
2013,41797,Tesalia,Comercial Zonas Rural,32411
2013,41797,Tesalia,Oficial Zonas Urbano,171983
2013,41797,Tesalia,Oficial Zonas Rural,15382
2013,41807,Timana,Residencial Zona Urbano,1931238
2013,41807,Timana,Residencial Zona Rural,2440455
2013,41807,Timana,Comercial Zonas Urbano,782955
2013,41807,Timana,Comercial Zonas Rural,65896
2013,41807,Timana,Oficial Zonas Urbano,191980
2013,41807,Timana,Oficial Zonas Rural,70903
2013,41872,Villavieja,Residencial Zona Urbano,913603
2013,41872,Villavieja,Residencial Zona Rural,1065767
2013,41872,Villavieja,Comercial Zonas Urbano,64700
2013,41872,Villavieja,Comercial Zonas Rural,13451
2013,41872,Villavieja,Oficial Zonas Urbano,95756
2013,41872,Villavieja,Oficial Zonas Rural,52055
2013,41885,Yaguara,Residencial Zona Urbano,2898185
2013,41885,Yaguara,Residencial Zona Rural,813186
2013,41885,Yaguara,Comercial Zonas Urbano,460781
2013,41885,Yaguara,Comercial Zonas Rural,1088506
2013,41885,Yaguara,Oficial Zonas Urbano,355636
2013,41885,Yaguara,Oficial Zonas Rural,36255
