VIGENCIA,CODIGO DANE,MUNICIPIOS,SECTORES,Cant
2015,41518,Paicol,Area Comunes Provisional Bombeo y Especial,9
2015,41483,Nataga,Area Comunes Provisional Bombeo y Especial,17846
2015,41396,La Plata,Area Comunes Provisional Bombeo y Especial,644
2015,41378,La Argentina,Area Comunes Provisional Bombeo y Especial,9738
2015,41357,Iquira,Area Comunes Provisional Bombeo y Especial,18183
2015,41349,Hobo,Area Comunes Provisional Bombeo y Especial,12508
2015,41306,Gigante,Area Comunes Provisional Bombeo y Especial,141040
2015,41206,Colombia,Area Comunes Provisional Bombeo y Especial,279
2015,41132,Campoalegre,Area Comunes Provisional Bombeo y Especial,3823
2015,41020,Algeciras,Area Comunes Provisional Bombeo y Especial,17425
2015,41016,Aipe,Area Comunes Provisional Bombeo y Especial,5886
2015,41001,Neiva,Area Comunes Provisional Bombeo y Especial,2899038
2014,41885,Yaguara,Area Comunes Provisional Bombeo y Especial,192624
2014,41872, Villavieja,Area Comunes Provisional Bombeo y Especial,176011
2014,41807,Timana,Area Comunes Provisional Bombeo y Especial,126770
2014,41797, Tesalia,Area Comunes Provisional Bombeo y Especial,59695
2014,41801, Teruel,Area Comunes Provisional Bombeo y Especial,9721
2014,41799, Tello,Area Comunes Provisional Bombeo y Especial,4567
2014,41791, Tarqui,Area Comunes Provisional Bombeo y Especial,35888
2014,41770, Suaza,Area Comunes Provisional Bombeo y Especial,8376
2014,41676,Santa Maria,Area Comunes Provisional Bombeo y Especial,20253
2014,41668,San Agustin,Area Comunes Provisional Bombeo y Especial,144800
2014,41660,Saladoblanco,Area Comunes Provisional Bombeo y Especial,18519
2014,41615, Rivera,Area Comunes Provisional Bombeo y Especial,428589
2014,41551, Pitalito,Area Comunes Provisional Bombeo y Especial,829142
2014,41548, El Pital,Area Comunes Provisional Bombeo y Especial,83279
2014,41530, Palestina,Area Comunes Provisional Bombeo y Especial,26486
2014,41524, Palermo,Area Comunes Provisional Bombeo y Especial,514375
2014,41518, Paicol,Area Comunes Provisional Bombeo y Especial,44695
2014,41503, Oporapa,Area Comunes Provisional Bombeo y Especial,11761
2014,41483,Nataga,Area Comunes Provisional Bombeo y Especial,4246
2014,41396, La Plata,Area Comunes Provisional Bombeo y Especial,150444
2014,41378, La Argentina,Area Comunes Provisional Bombeo y Especial,15411
2014,41359, Isnos,Area Comunes Provisional Bombeo y Especial,31642
2014,41357, Iquira,Area Comunes Provisional Bombeo y Especial,49811
2014,41349, Hobo,Area Comunes Provisional Bombeo y Especial,65230
2014,41319, Guadalupe,Area Comunes Provisional Bombeo y Especial,35634
2014,41306, Gigante,Area Comunes Provisional Bombeo y Especial,187350
2014,41298,Garzon,Area Comunes Provisional Bombeo y Especial,760217
2014,41244,Elias,Area Comunes Provisional Bombeo y Especial,5858
2014,41206, Colombia,Area Comunes Provisional Bombeo y Especial,2620
2014,41132, Campoalegre,Area Comunes Provisional Bombeo y Especial,515059
2014,41078, Baraya,Area Comunes Provisional Bombeo y Especial,3690
2014,41026, Altamira,Area Comunes Provisional Bombeo y Especial,4123
2014,41020, Algeciras,Area Comunes Provisional Bombeo y Especial,26593
2014,41016, Aipe,Area Comunes Provisional Bombeo y Especial,81421
2014,41013, Agrado,Area Comunes Provisional Bombeo y Especial,64869
2014,41006, Acevedo,Area Comunes Provisional Bombeo y Especial,24831
2014,41001, Neiva,Area Comunes Provisional Bombeo y Especial,11281513
2013,41885,Yaguara,Area Comunes Provisional Bombeo y Especial,211718
2013,41872, Villavieja,Area Comunes Provisional Bombeo y Especial,165416
2013,41797, Tesalia,Area Comunes Provisional Bombeo y Especial,66115
2013,41801, Teruel,Area Comunes Provisional Bombeo y Especial,9712
2013,41799, Tello,Area Comunes Provisional Bombeo y Especial,7227
2013,41791, Tarqui,Area Comunes Provisional Bombeo y Especial,32344
2013,41770, Suaza,Area Comunes Provisional Bombeo y Especial,13069
2013,41676,Santa Maria,Area Comunes Provisional Bombeo y Especial,22313
2013,41668,San Agustin,Area Comunes Provisional Bombeo y Especial,146761
2013,41660,Saladoblanco,Area Comunes Provisional Bombeo y Especial,8048
2013,41615, Rivera,Area Comunes Provisional Bombeo y Especial,325952
2013,41551, Pitalito,Area Comunes Provisional Bombeo y Especial,648087
2013,41548, Palestina,Area Comunes Provisional Bombeo y Especial,32369
2013,41530, Palermo,Area Comunes Provisional Bombeo y Especial,495370
2013,41524, Paicol,Area Comunes Provisional Bombeo y Especial,42461
2013,41518, Oporapa,Area Comunes Provisional Bombeo y Especial,10651
2013,41503,Nataga,Area Comunes Provisional Bombeo y Especial,4400
2013,41483, La Plata,Area Comunes Provisional Bombeo y Especial,175238
2013,41396, La Argentina,Area Comunes Provisional Bombeo y Especial,15364
2013,41378, Isnos,Area Comunes Provisional Bombeo y Especial,33149
2013,41359, Iquira,Area Comunes Provisional Bombeo y Especial,52221
2013,41357, Hobo,Area Comunes Provisional Bombeo y Especial,45240
2013,41349, Guadalupe,Area Comunes Provisional Bombeo y Especial,25487
2013,41319, Gigante,Area Comunes Provisional Bombeo y Especial,199661
2013,41306,Garzon,Area Comunes Provisional Bombeo y Especial,772804
2013,41298,Elias,Area Comunes Provisional Bombeo y Especial,5220
2013,41244, El Pital,Area Comunes Provisional Bombeo y Especial,75311
2013,41206, Colombia,Area Comunes Provisional Bombeo y Especial,5803
2013,41132, Campoalegre,Area Comunes Provisional Bombeo y Especial,501809
2013,41078, Baraya,Area Comunes Provisional Bombeo y Especial,15708
2013,41026, Altamira,Area Comunes Provisional Bombeo y Especial,10257
2013,41020, Algeciras,Area Comunes Provisional Bombeo y Especial,21615
2013,41016, Aipe,Area Comunes Provisional Bombeo y Especial,117850
2013,41013, Agrado,Area Comunes Provisional Bombeo y Especial,68640
2013,41006, Acevedo,Area Comunes Provisional Bombeo y Especial,27962
2013,41001, Neiva,Area Comunes Provisional Bombeo y Especial,9650083
2013,41807,Timana,Area Comunes Provisional Bombeo y Especial,131859
2018,41885,Yaguara,Industrial,339605
2018,41872,Villavieja,Industrial,259269
2018,41807,Timana,Industrial,275926
2018,41797,Tesalia,Industrial,278195
2018,41801,Teruel,Industrial,79625
2018,41799,Tello,Industrial,13843
2018,41791,Tarqui,Industrial,189793
2018,41770,Suaza,Industrial,104537
2018,41676,Santa Maria,Industrial,4640
2018,41668,San Agustin,Industrial,122553
2018,41615,Rivera,Industrial,3737611
2018,41551,Pitalito,Industrial,3205018
2018,41548,El Pital,Industrial,218829
2018,41530,Palestina,Industrial,8960
2018,41524,Palermo,Industrial,3691618
2018,41518,Paicol,Industrial,30599
2018,41503,Oporapa,Industrial,8931
2018,41483,Nataga,Industrial,74527
2018,41396,La Plata,Industrial,827797
2018,41378,La Argentina,Industrial,177041
2018,41359,Isnos,Industrial,106576
2018,41357,Iquira,Industrial,254347
2018,41349,Hobo,Industrial,1745948
2018,41319,Guadalupe,Industrial,319009
2018,41306,Gigante,Industrial,707152
2018,41298,Garzon,Industrial,2383444
2018,41206,Colombia,Industrial,8914
2018,41132,Campoalegre,Industrial,2362150
2018,41078,Baraya,Industrial,362070
2018,41026,Altamira,Industrial,649000
2018,41020,Algeciras,Industrial,146772
2018,41016,Aipe,Industrial,1632543
2018,41013,Agrado,Industrial,280240
2018,41006,Acevedo,Industrial,162971
2018,41001,Neiva,Industrial,7220531
2017,41885,Yaguara,Industrial,384039
2017,41872,Villavieja,Industrial,148084
2017,41807,Timana,Industrial,271956
2017,41797,Tesalia,Industrial,268976
2017,41801,Teruel,Industrial,36615
2017,41799,Tello,Industrial,17732
2017,41791,Tarqui,Industrial,185015
2017,41770,Suaza,Industrial,95462
2017,41676,Santa Maria,Industrial,6320
2017,41668,San Agustin,Industrial,147781
2017,41615,Rivera,Industrial,2653011
2017,41551,Pitalito,Industrial,3876661
2017,41530,Palestina,Industrial,7380
2017,41524,Palermo,Industrial,4193690
2017,41518,Paicol,Industrial,39379
2017,41503,Oporapa,Industrial,947
2017,41483,Nataga,Industrial,176089
2017,41396,La Plata,Industrial,864867
2017,41378,La Argentina,Industrial,164529
2017,41359,Isnos,Industrial,80348
2017,41357,Iquira,Industrial,47135
2017,41349,Hobo,Industrial,1672264
2017,41319,Guadalupe,Industrial,184338
2017,41306,Gigante,Industrial,660015
2017,41298,Garzon,Industrial,2280381
2017,41548,El Pital,Industrial,381980
2017,41206,Colombia,Industrial,3395
2017,41132,Campoalegre,Industrial,2131662
2017,41078,Baraya,Industrial,228457
2017,41026,Altamira,Industrial,683998
2017,41020,Algeciras,Industrial,186068
2017,41016,Aipe,Industrial,1142412
2017,41013,Agrado,Industrial,228542
2017,41006,Acevedo,Industrial,133320
2017,41001,Neiva,Industrial,9314764
2016,41885,Yaguara,Industrial,408794
2016,41872,Villavieja,Industrial,127721
2016,41807,Timana,Industrial,263747
2016,41797,Tesalia,Industrial,462506
2016,41801,Teruel,Industrial,19662
2016,41799,Tello,Industrial,13291
2016,41791,Tarqui,Industrial,146953
2016,41770,Suaza,Industrial,82728
2016,41676,Santa Maria,Industrial,5880
2016,41668,San Agustin,Industrial,116821
2016,41615,Rivera,Industrial,6700676
2016,41551,Pitalito,Industrial,4763926
2016,41548,El Pital,Industrial,329781
2016,41530,Palestina,Industrial,6206
2016,41524,Palermo,Industrial,6220347
2016,41518,Paicol,Industrial,28479
2016,41503,Oporapa,Industrial,823
2016,41483,Nataga,Industrial,155249
2016,41396,La Plata,Industrial,665459
2016,41378,La Argentina,Industrial,138577
2016,41359,Isnos,Industrial,55143
2016,41357,Iquira,Industrial,22237
2016,41349,Hobo,Industrial,2760604
2016,41319,Guadalupe,Industrial,185780
2016,41306,Gigante,Industrial,435698
2016,41298,Garzon,Industrial,3290251
2016,41206,Colombia,Industrial,3936
2016,41132,Campoalegre,Industrial,1847105
2016,41078,Baraya,Industrial,26427
2016,41026,Altamira,Industrial,748376
2016,41020,Algeciras,Industrial,125183
2016,41016,Aipe,Industrial,1999979
2016,41013,Agrado,Industrial,184387
2016,41006,Acevedo,Industrial,105359
2016,41001,Neiva,Industrial,17750619
2015,41885,Yaguara,Industrial,1348197
2015,41872,Villavieja,Industrial,79401
2015,41807,Timana,Industrial,69735
2015,41797,Tesalia,Industrial,7448
2015,41801,Teruel,Industrial,17823
2015,41799,Tello,Industrial,3117
2015,41791,Tarqui,Industrial,15527
2015,41770,Suaza,Industrial,17298
2015,41676,Santa Maria,Industrial,5080
2015,41668,San Agustin,Industrial,19481
2015,41615,Rivera,Industrial,12975184
2015,41551,Pitalito,Industrial,7943382
2015,41548,El Pital,Industrial,51
2015,41530,Palestina,Industrial,12367798
2015,41518,Paicol,Industrial,1263
2015,41503,Oporapa,Industrial,6501
2015,41483,Nataga,Industrial,5027
2015,41378,La Argentina,Industrial,75496
2015,41359,Isnos,Industrial,19592
2015,41357,Iquira,Industrial,3076
2015,41349,Hobo,Industrial,127000
2015,41319,Guadalupe,Industrial,63519
2015,41306,Gigante,Industrial,3513658
2015,41244,Elias,Industrial,2212
2015,41132,Campoalegre,Industrial,1328342
2015,41078,Baraya,Industrial,4174
2015,41026,Altamira,Industrial,245304
2015,41020,Algeciras,Industrial,17331
2015,41016,Aipe,Industrial,2842741
2015,41013,Agrado,Industrial,208111
2015,41006,Acevedo,Industrial,26377
2015,41001,Neiva,Industrial,4136975
2014,41885,Yaguara,Industrial,408649
2014,41872, Villavieja,Industrial,331600
2014,41807,Timana,Industrial,128777
2014,41797, Tesalia,Industrial,245791
2014,41801, Teruel,Industrial,33489
2014,41799, Tello,Industrial,20115
2014,41791, Tarqui,Industrial,195177
2014,41770, Suaza,Industrial,97270
2014,41676,Santa Maria,Industrial,6780
2014,41668,San Agustin,Industrial,89072
2014,41660,Saladoblanco,Industrial,16640
2014,41615, Rivera,Industrial,2717346
2014,41551, Pitalito,Industrial,2300533
2014,41548, El Pital,Industrial,286950
2014,41530, Palestina,Industrial,6293
2014,41524, Palermo,Industrial,3748572
2014,41518, Paicol,Industrial,33500
2014,41503, Oporapa,Industrial,3438
2014,41483,Nataga,Industrial,183247
2014,41396, La Plata,Industrial,774028
2014,41378, La Argentina,Industrial,106813
2014,41359, Isnos,Industrial,110210
2014,41357, Iquira,Industrial,58795
2014,41349, Hobo,Industrial,496360
2014,41319, Guadalupe,Industrial,214663
2014,41306, Gigante,Industrial,281675
2014,41298,Garzon,Industrial,2147688
2014,41206, Colombia,Industrial,5017
2014,41132, Campoalegre,Industrial,882963
2014,41078, Baraya,Industrial,5676
2014,41026, Altamira,Industrial,249341
2014,41020, Algeciras,Industrial,132817
2014,41016, Aipe,Industrial,547122
2014,41013, Agrado,Industrial,296058
2014,41006, Acevedo,Industrial,80452
2014,41001, Neiva,Industrial,9679044
2013,41885,Yaguara,Industrial,196566
2013,41872, Villavieja,Industrial,163992
2013,41807,Timana,Industrial,118914
2013,41797, Tesalia,Industrial,388825
2013,41801, Teruel,Industrial,46813
2013,41799, Tello,Industrial,22499
2013,41791, Tarqui,Industrial,188584
2013,41770, Suaza,Industrial,70021
2013,41676,Santa Maria,Industrial,6160
2013,41668,San Agustin,Industrial,119773
2013,41660,Saladoblanco,Industrial,27600
2013,41615, Rivera,Industrial,5953741
2013,41551, Pitalito,Industrial,3158651
2013,41548, Palestina,Industrial,3436
2013,41530, Palermo,Industrial,6570670
2013,41524, Paicol,Industrial,35284
2013,41518, Oporapa,Industrial,9968
2013,41503,Nataga,Industrial,173741
2013,41483, La Plata,Industrial,799247
2013,41396, La Argentina,Industrial,98859
2013,41378, Isnos,Industrial,112136
2013,41359, Iquira,Industrial,70962
2013,41357, Hobo,Industrial,2150899
2013,41349, Guadalupe,Industrial,154313
2013,41319, Gigante,Industrial,281235
2013,41306,Garzon,Industrial,3472236
2013,41244, El Pital,Industrial,293282
2013,41206, Colombia,Industrial,8556
2013,41132, Campoalegre,Industrial,1347931
2013,41078, Baraya,Industrial,34042
2013,41026, Altamira,Industrial,472515
2013,41020, Algeciras,Industrial,76971
2013,41016, Aipe,Industrial,1936287
2013,41013, Agrado,Industrial,230497
2013,41006, Acevedo,Industrial,123401
2013,41001, Neiva,Industrial,17621695
2018,41807,Timana,Alumbrado Publico,389583
2018,41797,Tesalia,Alumbrado Publico,301517
2018,41801,Teruel,Alumbrado Publico,185201
2018,41799,Tello,Alumbrado Publico,359982
2018,41791,Tarqui,Alumbrado Publico,308590
2018,41770,Suaza,Alumbrado Publico,276201
2018,41676,Santa Maria,Alumbrado Publico,189180
2018,41668,San Agustin,Alumbrado Publico,575447
2018,41660,Saladoblanco,Alumbrado Publico,242845
2018,41615,Rivera,Alumbrado Publico,1152418
2018,41551,Pitalito,Alumbrado Publico,4509236
2018,41548,El Pital,Alumbrado Publico,315775
2018,41530,Palestina,Alumbrado Publico,156682
2018,41524,Palermo,Alumbrado Publico,800910
2018,41518,Paicol,Alumbrado Publico,175086
2018,41503,Oporapa,Alumbrado Publico,128102
2018,41483,Nataga,Alumbrado Publico,127478
2018,41396,La Plata,Alumbrado Publico,1276319
2018,41378,La Argentina,Alumbrado Publico,266590
2018,41359,Isnos,Alumbrado Publico,205984
2018,41357,Iquira,Alumbrado Publico,142088
2018,41349,Hobo,Alumbrado Publico,218093
2018,41319,Guadalupe,Alumbrado Publico,497096
2018,41306,Gigante,Alumbrado Publico,990131
2018,41298,Garzon,Alumbrado Publico,2771583
2018,41244,Elias,Alumbrado Publico,109257
2018,41206,Colombia,Alumbrado Publico,269836
2018,41132,Campoalegre,Alumbrado Publico,960975
2018,41078,Baraya,Alumbrado Publico,320862
2018,41026,Altamira,Alumbrado Publico,257579
2018,41020,Algeciras,Alumbrado Publico,401746
2018,41016,Aipe,Alumbrado Publico,513544
2018,41013,Agrado,Alumbrado Publico,296592
2018,41006,Acevedo,Alumbrado Publico,414834
2018,41001,Neiva,Alumbrado Publico,16934163
2018,41872,Villavieja,Alumbrado Publico,224920
2018,41885,Yaguara,Alumbrado Publico,454065
2017,41885,Yaguara,Alumbrado Publico,493391
2017,41872,Villavieja,Alumbrado Publico,254815
2017,41807,Timana,Alumbrado Publico,414985
2017,41797,Tesalia,Alumbrado Publico,311973
2017,41801,Teruel,Alumbrado Publico,190292
2017,41799,Tello,Alumbrado Publico,352394
2017,41791,Tarqui,Alumbrado Publico,312851
2017,41770,Suaza,Alumbrado Publico,286585
2017,41676,Santa Maria,Alumbrado Publico,164464
2017,41668,San Agustin,Alumbrado Publico,571239
2017,41660,Saladoblanco,Alumbrado Publico,221176
2017,41615,Rivera,Alumbrado Publico,1113795
2017,41551,Pitalito,Alumbrado Publico,4264043
2017,41530,Palestina,Alumbrado Publico,121240
2017,41524,Palermo,Alumbrado Publico,1049355
2017,41518,Paicol,Alumbrado Publico,169116
2017,41503,Oporapa,Alumbrado Publico,83260
2017,41483,Nataga,Alumbrado Publico,117007
2017,41396,La Plata,Alumbrado Publico,1216617
2017,41378,La Argentina,Alumbrado Publico,256118
2017,41359,Isnos,Alumbrado Publico,208765
2017,41357,Iquira,Alumbrado Publico,177684
2017,41349,Hobo,Alumbrado Publico,244391
2017,41319,Guadalupe,Alumbrado Publico,487102
2017,41306,Gigante,Alumbrado Publico,928757
2017,41298,Garzon,Alumbrado Publico,2690038
2017,41244,Elias,Alumbrado Publico,107738
2017,41548,El Pital,Alumbrado Publico,286994
2017,41206,Colombia,Alumbrado Publico,264530
2017,41132,Campoalegre,Alumbrado Publico,1030550
2017,41078,Baraya,Alumbrado Publico,279981
2017,41026,Altamira,Alumbrado Publico,241216
2017,41020,Algeciras,Alumbrado Publico,365425
2017,41016,Aipe,Alumbrado Publico,503952
2017,41013,Agrado,Alumbrado Publico,297742
2017,41006,Acevedo,Alumbrado Publico,367771
2017,41001,Neiva,Alumbrado Publico,16774875
2016,41885,Yaguara,Alumbrado Publico,437023
2016,41872,Villavieja,Alumbrado Publico,214568
2016,41807,Timana,Alumbrado Publico,386869
2016,41797,Tesalia,Alumbrado Publico,264244
2016,41801,Teruel,Alumbrado Publico,170532
2016,41799,Tello,Alumbrado Publico,271029
2016,41791,Tarqui,Alumbrado Publico,265114
2016,41770,Suaza,Alumbrado Publico,257906
2016,41676,Santa Maria,Alumbrado Publico,114782
2016,41668,San Agustin,Alumbrado Publico,463148
2016,41660,Saladoblanco,Alumbrado Publico,188280
2016,41615,Rivera,Alumbrado Publico,1128162
2016,41551,Pitalito,Alumbrado Publico,3302119
2016,41548,El Pital,Alumbrado Publico,238509
2016,41530,Palestina,Alumbrado Publico,71924
2016,41524,Palermo,Alumbrado Publico,999931
2016,41518,Paicol,Alumbrado Publico,136629
2016,41503,Oporapa,Alumbrado Publico,83412
2016,41483,Nataga,Alumbrado Publico,96246
2016,41396,La Plata,Alumbrado Publico,1004200
2016,41378,La Argentina,Alumbrado Publico,233765
2016,41359,Isnos,Alumbrado Publico,165244
2016,41357,Iquira,Alumbrado Publico,186515
2016,41349,Hobo,Alumbrado Publico,223462
2016,41319,Guadalupe,Alumbrado Publico,408287
2016,41306,Gigante,Alumbrado Publico,752965
2016,41298,Garzon,Alumbrado Publico,2191225
2016,41244,Elias,Alumbrado Publico,103228
2016,41206,Colombia,Alumbrado Publico,286626
2016,41132,Campoalegre,Alumbrado Publico,907926
2016,41078,Baraya,Alumbrado Publico,207908
2016,41026,Altamira,Alumbrado Publico,188251
2016,41020,Algeciras,Alumbrado Publico,468881
2016,41016,Aipe,Alumbrado Publico,414445
2016,41013,Agrado,Alumbrado Publico,200107
2016,41006,Acevedo,Alumbrado Publico,327080
2016,41001,Neiva,Alumbrado Publico,13523620
2015,41807,Timana,Alumbrado Publico,495551
2015,41797,Tesalia,Alumbrado Publico,299265
2015,41801,Teruel,Alumbrado Publico,182966
2015,41799,Tello,Alumbrado Publico,305703
2015,41791,Tarqui,Alumbrado Publico,349695
2015,41770,Suaza,Alumbrado Publico,296328
2015,41676,Santa Maria,Alumbrado Publico,128398
2015,41668,San Agustin,Alumbrado Publico,576358
2015,41660,Saladoblanco,Alumbrado Publico,263128
2015,41615,Rivera,Alumbrado Publico,1052219
2015,41551,Pitalito,Alumbrado Publico,3756712
2015,41548,El Pital,Alumbrado Publico,81017
2015,41530,Palestina,Alumbrado Publico,1503455
2015,41524,Palermo,Alumbrado Publico,166119
2015,41518,Paicol,Alumbrado Publico,187189
2015,41503,Oporapa,Alumbrado Publico,97555
2015,41483,Nataga,Alumbrado Publico,1191108
2015,41396,La Plata,Alumbrado Publico,269412
2015,41378,La Argentina,Alumbrado Publico,239515
2015,41359,Isnos,Alumbrado Publico,250128
2015,41357,Iquira,Alumbrado Publico,211940
2015,41349,Hobo,Alumbrado Publico,495906
2015,41319,Guadalupe,Alumbrado Publico,819972
2015,41306,Gigante,Alumbrado Publico,2571370
2015,41298,Garzon,Alumbrado Publico,180366
2015,41244,Elias,Alumbrado Publico,292185
2015,41206,Colombia,Alumbrado Publico,261179
2015,41132,Campoalegre,Alumbrado Publico,930846
2015,41078,Baraya,Alumbrado Publico,223687
2015,41026,Altamira,Alumbrado Publico,217171
2015,41020,Algeciras,Alumbrado Publico,501324
2015,41016,Aipe,Alumbrado Publico,528645
2015,41013,Agrado,Alumbrado Publico,199379
2015,41006,Acevedo,Alumbrado Publico,435124
2015,41001,Neiva,Alumbrado Publico,16110675
2015,41885,Yaguara,Alumbrado Publico,524623
2015,41872,Villavieja,Alumbrado Publico,319187
2014,41885,Yaguara,Alumbrado Publico,473288
2014,41872, Villavieja,Alumbrado Publico,344114
2014,41807,Timana,Alumbrado Publico,365136
2014,41797, Tesalia,Alumbrado Publico,252010
2014,41801, Teruel,Alumbrado Publico,194893
2014,41799, Tello,Alumbrado Publico,276662
2014,41791, Tarqui,Alumbrado Publico,324533
2014,41770, Suaza,Alumbrado Publico,256824
2014,41676,Santa Maria,Alumbrado Publico,126121
2014,41668,San Agustin,Alumbrado Publico,385395
2014,41660,Saladoblanco,Alumbrado Publico,233741
2014,41615, Rivera,Alumbrado Publico,631435
2014,41551, Pitalito,Alumbrado Publico,3369438
2014,41548, El Pital,Alumbrado Publico,276368
2014,41530, Palestina,Alumbrado Publico,70281
2014,41524, Palermo,Alumbrado Publico,1361181
2014,41518, Paicol,Alumbrado Publico,160036
2014,41503, Oporapa,Alumbrado Publico,70124
2014,41483,Nataga,Alumbrado Publico,93039
2014,41396, La Plata,Alumbrado Publico,1022391
2014,41378, La Argentina,Alumbrado Publico,265695
2014,41359, Isnos,Alumbrado Publico,210681
2014,41357, Iquira,Alumbrado Publico,230807
2014,41349, Hobo,Alumbrado Publico,211390
2014,41319, Guadalupe,Alumbrado Publico,465168
2014,41306, Gigante,Alumbrado Publico,679438
2014,41298,Garzon,Alumbrado Publico,2372178
2014,41244,Elias,Alumbrado Publico,139774
2014,41206, Colombia,Alumbrado Publico,232814
2014,41132, Campoalegre,Alumbrado Publico,792973
2014,41078, Baraya,Alumbrado Publico,182419
2014,41026, Altamira,Alumbrado Publico,186640
2014,41020, Algeciras,Alumbrado Publico,474323
2014,41016, Aipe,Alumbrado Publico,535283
2014,41013, Agrado,Alumbrado Publico,179271
2014,41006, Acevedo,Alumbrado Publico,291942
2014,41001, Neiva,Alumbrado Publico,15460583
2013,41872, Villavieja,Alumbrado Publico,397612
2013,41807,Timana,Alumbrado Publico,354605
2013,41797, Tesalia,Alumbrado Publico,249914
2013,41801, Teruel,Alumbrado Publico,197206
2013,41799, Tello,Alumbrado Publico,289106
2013,41791, Tarqui,Alumbrado Publico,349068
2013,41770, Suaza,Alumbrado Publico,231313
2013,41676,Santa Maria,Alumbrado Publico,170529
2013,41668,San Agustin,Alumbrado Publico,351262
2013,41660,Saladoblanco,Alumbrado Publico,221012
2013,41615, Rivera,Alumbrado Publico,522535
2013,41551, Pitalito,Alumbrado Publico,3142727
2013,41548, Palestina,Alumbrado Publico,72182
2013,41530, Palermo,Alumbrado Publico,1162478
2013,41524, Paicol,Alumbrado Publico,149781
2013,41518, Oporapa,Alumbrado Publico,80109
2013,41503,Nataga,Alumbrado Publico,76407
2013,41483, La Plata,Alumbrado Publico,988862
2013,41396, La Argentina,Alumbrado Publico,260652
2013,41378, Isnos,Alumbrado Publico,224819
2013,41359, Iquira,Alumbrado Publico,202900
2013,41357, Hobo,Alumbrado Publico,225293
2013,41349, Guadalupe,Alumbrado Publico,479361
2013,41319, Gigante,Alumbrado Publico,709630
2013,41306,Garzon,Alumbrado Publico,2508714
2013,41298,Elias,Alumbrado Publico,114989
2013,41244, El Pital,Alumbrado Publico,243447
2013,41206, Colombia,Alumbrado Publico,221568
2013,41132, Campoalegre,Alumbrado Publico,722808
2013,41078, Baraya,Alumbrado Publico,204757
2013,41026, Altamira,Alumbrado Publico,176446
2013,41020, Algeciras,Alumbrado Publico,427480
2013,41016, Aipe,Alumbrado Publico,553122
2013,41013, Agrado,Alumbrado Publico,176734
2013,41006, Acevedo,Alumbrado Publico,235905
2013,41001, Neiva,Alumbrado Publico,14762325
2013,41885,Yaguara,Alumbrado Publico,455902
